"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineNumber","LineItem","LineItemTitle","CostType","CostTypeTitle","LineNumber","AddOrNonAdd","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedTotalQuantity","EnactedType","PBtotal","PBtype","QuantActualTotal","QuantEnactedType","QuantPBtotal","QuantPBtype"
"38",2017,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","23 ","8658AA0712","Network and Mission Plan","A","Weapon System Cost","23 ","Add","U",2015,"Total",102930,NA,NA,NA,NA,NA,0,NA,NA,NA
"39",2017,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","24 ","8659AA0723","Comms, Nav Surveillance","A","Weapon System Cost","24 ","Add","U",2015,"Total",115795,NA,NA,NA,NA,NA,0,NA,NA,NA
"40",2017,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","25 ","8859AA0711","GATM Rollup","A","Weapon System Cost","25 ","Add","U",2015,"Total",54277,NA,NA,NA,NA,NA,0,NA,NA,NA
"41",2017,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","26 ","9555A00018","RQ-7 UAV MODS","A","Weapon System Cost","26 ","Add","U",2015,"Total",125380,NA,NA,NA,NA,NA,0,NA,NA,NA
"42",2017,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","27 ","9556A01002","UAS MODS","A","Weapon System Cost","27 ","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"43",2017,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","10","Ground Support Avionics","28 ","3632AZ3504","Aircraft Survivability Equipment","A","Weapon System Cost","28 ","Add","U",2015,"Total",89059,NA,NA,NA,NA,NA,0,NA,NA,NA
"44",2017,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","10","Ground Support Avionics","29 ","5044AZ3507","Survivability CM","A","Weapon System Cost","29 ","Add","U",2015,"Total",7800,NA,NA,NA,NA,NA,0,NA,NA,NA
"45",2017,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","10","Ground Support Avionics","30 ","5397AZ3517","CMWS","A","Weapon System Cost","30 ","Add","U",2015,"Total",201912,NA,NA,NA,NA,NA,0,NA,NA,NA
"46",2017,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","10","Ground Support Avionics","31 ","5399AZ3537","CIRCM","A","Weapon System Cost","31 ","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"47",2017,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","30","Other Support","32 ","0832AZ3000","Avionics Support Equipment","A","Weapon System Cost","32 ","Add","U",2015,"Total",6847,NA,NA,NA,NA,NA,0,NA,NA,NA
"48",2017,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","30","Other Support","33 ","5212AZ3100","Common Ground Equipment","A","Weapon System Cost","33 ","Add","U",2015,"Total",31681,NA,NA,NA,NA,NA,0,NA,NA,NA
"49",2017,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","30","Other Support","34 ","6380AZ3110","Aircrew Integrated Systems","A","Weapon System Cost","34 ","Add","U",2015,"Total",48081,NA,NA,NA,NA,NA,0,NA,NA,NA
"50",2017,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","30","Other Support","35 ","6818AA0050","Air Traffic Control","A","Weapon System Cost","35 ","Add","U",2015,"Total",127232,NA,NA,NA,NA,NA,0,NA,NA,NA
"51",2017,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","30","Other Support","36 ","8132AZ3300","Industrial Facilities","A","Weapon System Cost","36 ","Add","U",2015,"Total",1203,NA,NA,NA,NA,NA,0,NA,NA,NA
"52",2017,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","30","Other Support","37 ","9154A50100","Launcher, 2.75 Rocket","A","Weapon System Cost","37 ","Add","U",2015,"Total",2931,NA,NA,NA,NA,NA,0,NA,NA,NA
"53",2017,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","10","Surface-to-Air Missile System","1  ","7153C50016","Lower Tier Air and Missile Defense (AMD)","A","Weapon System Cost","1  ","Add","U",2015,"Total",110300,NA,NA,NA,NA,NA,0,NA,NA,NA
"54",2017,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","10","Surface-to-Air Missile System","2  ","8260C53101","MSE Missile","A","Weapon System Cost","2  ","Add","U",2015,"Total",532605,NA,NA,NA,NA,NA,108,NA,NA,NA
"55",2017,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","10","Surface-to-Air Missile System","3  ","8930C61001","INDIRECT FIRE PROTECTION CAPABILITY INC 2-I","C","Advance Procurement (CY)","3  ","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"56",2017,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","10","Surface-to-Air Missile System","3  ","8930C61001","INDIRECT FIRE PROTECTION CAPABILITY INC 2-I","C","C (FY 2017 for FY 2018) (M)","3  ","Non-Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"57",2017,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","20","Air-To-Surface Missile System","4  ","1338C70000","Hellfire Sys Summary","A","Weapon System Cost","4  ","Add","U",2015,"Total",36588,NA,NA,NA,NA,NA,262,NA,NA,NA
"58",2017,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","20","Air-To-Surface Missile System","5  ","2605C70302","Joint Air-To-Ground Msls (JAGM)","A","Weapon System Cost","5  ","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"59",2017,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","20","Air-To-Surface Missile System","5  ","2605C70302","Joint Air-To-Ground Msls (JAGM)","B","Less: Advance Procurement (PY)","5  ","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"60",2017,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","20","Air-To-Surface Missile System","6  ","2605C70302","Joint Air-To-Ground Msls (JAGM)","C","Advance Procurement (CY)","6  ","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"61",2017,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","20","Air-To-Surface Missile System","6  ","2605C70302","Joint Air-To-Ground Msls (JAGM)","C","C (FY 2016 for FY 2017) (M)","6  ","Non-Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"62",2017,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","20","Air-To-Surface Missile System","6  ","2605C70302","Joint Air-To-Ground Msls (JAGM)","C","C (FY 2017 for FY 2018) (M)","6  ","Non-Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"63",2017,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","7  ","0648CC0007","Javelin (Aaws-M) System Summary","A","Weapon System Cost","7  ","Add","U",2015,"Total",72877,NA,NA,NA,NA,NA,311,NA,NA,NA
"64",2017,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","8  ","2104C59300","Tow 2 System Summary","A","Weapon System Cost","8  ","Add","U",2015,"Total",50368,NA,NA,NA,NA,NA,1008,NA,NA,NA
"65",2017,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","8  ","2104C59300","Tow 2 System Summary","B","Less: Advance Procurement (PY)","8  ","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"66",2017,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","9  ","2104C59300","Tow 2 System Summary","C","Advance Procurement (CY)","9  ","Add","U",2015,"Total",19984,NA,NA,NA,NA,NA,0,NA,NA,NA
"67",2017,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","9  ","2104C59300","Tow 2 System Summary","C","C (FY 2015 for FY 2016) (M)","9  ","Non-Add","U",2015,"Total",19984,NA,NA,NA,NA,NA,0,NA,NA,NA
"68",2017,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","9  ","2104C59300","Tow 2 System Summary","C","C (FY 2017 for FY 2018) (M)","9  ","Non-Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"69",2017,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","10 ","6005C64400","Guided MLRS Rocket (GMLRS)","A","Weapon System Cost","10 ","Add","U",2015,"Total",127145,NA,NA,NA,NA,NA,768,NA,NA,NA
"70",2017,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","11 ","6060C65405","MLRS Reduced Range Practice Rockets (RRPR)","A","Weapon System Cost","11 ","Add","U",2015,"Total",17274,NA,NA,NA,NA,NA,2994,NA,NA,NA
"71",2017,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","12 ","6870C88001","LETHAL MINIATURE AERIAL MISSILE SYSTEM (LMAMS","A","Weapon System Cost","12 ","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"72",2017,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","13 ","0962C50700","Patriot Mods","A","Weapon System Cost","13 ","Add","U",2015,"Total",183838,NA,NA,NA,NA,NA,0,NA,NA,NA
"73",2017,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","14 ","1823CA6700","ATACMS MODS","A","Weapon System Cost","14 ","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"74",2017,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","15 ","1824C57701","GMLRS MOD","A","Weapon System Cost","15 ","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"75",2017,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","16 ","2684C20000","Stinger Mods","A","Weapon System Cost","16 ","Add","U",2015,"Total",1355,NA,NA,NA,NA,NA,0,NA,NA,NA
"76",2017,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","17 ","2690CE8710","Avenger Mods","A","Weapon System Cost","17 ","Add","U",2015,"Total",5611,NA,NA,NA,NA,NA,0,NA,NA,NA
"77",2017,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","18 ","3972C61700","Itas/Tow Mods","A","Weapon System Cost","18 ","Add","U",2015,"Total",19676,NA,NA,NA,NA,NA,0,NA,NA,NA
"78",2017,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","19 ","6552C67500","MLRS Mods","A","Weapon System Cost","19 ","Add","U",2015,"Total",10380,NA,NA,NA,NA,NA,0,NA,NA,NA
"79",2017,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","20 ","6580C67501","Himars Modifications","A","Weapon System Cost","20 ","Add","U",2015,"Total",6008,NA,NA,NA,NA,NA,0,NA,NA,NA
"80",2017,"2032A","Missile Procurement, Army","ARMY","04","Spares and Repair Parts","10","Spares and Repair Parts","21 ","1242CA0250","Spares and Repair Parts","A","Weapon System Cost","21 ","Add","U",2015,"Total",36930,NA,NA,NA,NA,NA,0,NA,NA,NA
"81",2017,"2032A","Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","10","Support Equipment & Facilities","22 ","1242C93000","Air Defense Targets","A","Weapon System Cost","22 ","Add","U",2015,"Total",3657,NA,NA,NA,NA,NA,0,NA,NA,NA
"82",2017,"2032A","Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","10","Support Equipment & Facilities","23 ","3902CL2000","Items Less Than $5.0m (Missiles)","A","Weapon System Cost","23 ","Add","U",2015,"Total",1522,NA,NA,NA,NA,NA,0,NA,NA,NA
"83",2017,"2032A","Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","10","Support Equipment & Facilities","24 ","4662CA0100","Production Base Support","A","Weapon System Cost","24 ","Add","U",2015,"Total",4710,NA,NA,NA,NA,NA,0,NA,NA,NA
"84",2017,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","10","Tracked Combat Vehicles","1  ","7180G85100","Stryker Vehicle","A","Weapon System Cost","1  ","Add","U",2015,"Total",435110,NA,NA,NA,NA,NA,0,NA,NA,NA
"85",2017,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","2  ","0230GM0100","Stryker (MOD)","A","Weapon System Cost","2  ","Add","U",2015,"Total",39683,NA,NA,NA,NA,NA,0,NA,NA,NA
"86",2017,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","3  ","0363G85200","Stryker Upgrade","A","Weapon System Cost","3  ","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"87",2017,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","4  ","1284GZ2300","Fist Vehicle (MOD)","A","Weapon System Cost","4  ","Add","U",2015,"Total",26759,NA,NA,NA,NA,NA,0,NA,NA,NA
"88",2017,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","5  ","1678GZ2400","Bradley Program (MOD)","A","Weapon System Cost","5  ","Add","U",2015,"Total",136006,NA,NA,NA,NA,NA,0,NA,NA,NA
"89",2017,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","6  ","2072GA0400","Howitzer, Med Sp Ft 155mm M109a6 (MOD)","A","Weapon System Cost","6  ","Add","U",2015,"Total",45411,NA,NA,NA,NA,NA,0,NA,NA,NA
"90",2017,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","7  ","2073GZ0410","Paladin Integrated Management (PIM)","A","Weapon System Cost","7  ","Add","U",2015,"Total",247400,NA,NA,NA,NA,NA,18,NA,NA,NA
"91",2017,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","8  ","3700GA0570","Improved Recovery Vehicle (M88A2 Hercules)","A","Weapon System Cost","8  ","Add","U",2015,"Total",122451,NA,NA,NA,NA,NA,36,NA,NA,NA
"92",2017,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","9  ","4520GZ3250","Assault Bridge (Mod)","A","Weapon System Cost","9  ","Add","U",2015,"Total",2968,NA,NA,NA,NA,NA,0,NA,NA,NA
"93",2017,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","10 ","4872G82925","Assault Breacher Vehicle","A","Weapon System Cost","10 ","Add","U",2015,"Total",36088,NA,NA,NA,NA,NA,7,NA,NA,NA
"94",2017,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","11 ","5129G80571","M88 FOV MODS","A","Weapon System Cost","11 ","Add","U",2015,"Total",1975,NA,NA,NA,NA,NA,0,NA,NA,NA
"95",2017,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","12 ","5225GZ3001","Joint Assault Bridge","A","Weapon System Cost","12 ","Add","U",2015,"Total",39362,NA,NA,NA,NA,NA,5,NA,NA,NA
"96",2017,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","13 ","6406GA0700","M1 Abrams Tank (MOD)","A","Weapon System Cost","13 ","Add","U",2015,"Total",237023,NA,NA,NA,NA,NA,0,NA,NA,NA
"97",2017,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","14 ","6500GA0750","Abrams Upgrade Program","A","Weapon System Cost","14 ","Add","U",2015,"Total",120000,NA,NA,NA,NA,NA,6,NA,NA,NA
"98",2017,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","30","Support Equipment & Facilities","15 ","5960GA0050","Production Base Support (TCV-WTCV)","A","Weapon System Cost","15 ","Add","U",2015,"Total",6478,NA,NA,NA,NA,NA,0,NA,NA,NA
"99",2017,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","16 ","1696G16101","Integrated Air Burst Weapon System Family","A","Weapon System Cost","16 ","Add","U",2015,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"100",2017,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","17 ","6580G02200","Mortar Systems","A","Weapon System Cost","17 ","Add","U",2015,"Total",6012,NA,NA,NA,NA,NA,0,NA,NA,NA
