"","SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","Classified","FiscalYear","Project.Title","BudgetMetric","OriginType","EnactedType","PBtotal","PBtype","EnactedTotal"
"42",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT CAMPBELL, KENTUCKY","U","2011","Brigade Complex","AuthAmount","Base",NA,NA,67000,NA
"43",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","AIRFIELD OPERATIONAL BUILDINGS","FORT CAMPBELL, KENTUCKY","U","2011","Company Operations Facilities","AuthAmount","Base",NA,NA,25000,NA
"44",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT CAMPBELL, KENTUCKY","U","2011","Vehicle Maintenance Shop","AuthAmount","Base",NA,NA,15500,NA
"45",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","AIRFIELD OPERATIONAL BUILDINGS","FORT CAMPBELL, KENTUCKY","U","2011","Unit Operations Facilities","AuthAmount","Base",NA,NA,26000,NA
"46",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","TRAINING RANGES","FORT CAMPBELL, KENTUCKY","U","2011","Automated Sniper Field Fire Range","AuthAmount","Base",NA,NA,1500,NA
"47",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","TRAINING FACILITIES OTHER THAN BUILDINGS","FORT CAMPBELL, KENTUCKY","U","2011","Rappelling Training Area","AuthAmount","Base",NA,NA,5600,NA
"48",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","TRAINING RANGES","FORT CAMPBELL, KENTUCKY","U","2011","Urban Assault Course","AuthAmount","Base",NA,NA,3300,NA
"49",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","TRAINING FACILITIES OTHER THAN BUILDINGS","FORT KNOX","U","2011","Mout Collective Training  Facility","AuthAmount","Base",NA,NA,12800,NA
"50",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","ROADS","FORT KNOX","U","2011","Access Corridor Improvements","AuthAmount","Base",NA,NA,6000,NA
"51",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","LA","LOUISIANA","TRAINING RANGES","FORT POLK, LOUISIANA","U","2011","Heavy Sniper Range","AuthAmount","Base",NA,NA,4250,NA
"52",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","LA","LOUISIANA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT POLK, LOUISIANA","U","2011","Barracks","AuthAmount","Base",NA,NA,29000,NA
"53",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","RDT&E FACILITIES OTHER THAN BUILDINGS","ABERDEEN PROVING GROUND","U","2011","Auto Tech Evaluate Facility Ph 2","AuthAmount","Base",NA,NA,14600,NA
"54",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","COMMUNICATION BUILDINGS","FORT MEADE","U","2011","Wideband SATCOM Operations Center","AuthAmount","Base",NA,NA,25000,NA
"55",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","TRAINING BUILDINGS","FORT MEADE","U","2011","Indoor Firing Range","AuthAmount","Base",NA,NA,7600,NA
"56",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT LEONARD WOOD","U","2011","Barracks","AuthAmount","Base",NA,NA,29000,NA
"57",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","COMMUNICATION BUILDINGS","FORT LEONARD WOOD","U","2011","Information Systems Facility","AuthAmount","Base",NA,NA,15500,NA
"58",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","TRAINING BUILDINGS","FORT LEONARD WOOD","U","2011","General Instruction Building","AuthAmount","Base",NA,NA,7000,NA
"59",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT LEONARD WOOD","U","2011","Transient Advanced Trainee Barracks, Ph 2","AuthAmount","Base",NA,NA,29000,NA
"60",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT LEONARD WOOD","U","2011","Training Barracks","AuthAmount","Base",NA,NA,19000,NA
"61",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","AIRFIELD OPERATIONAL BUILDINGS","FORT LEONARD WOOD","U","2011","Brigade Headquarters","AuthAmount","Base",NA,NA,12200,NA
"62",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","WHITE SANDS","U","2011","Barracks","AuthAmount","Base",NA,NA,29000,NA
"63",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","AIRFIELD OPERATIONAL BUILDINGS","FORT DRUM, NEW YORK","U","2011","Training Aids Center","AuthAmount","Base",NA,NA,18500,NA
"64",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT DRUM, NEW YORK","U","2011","Transient Training Barracks","AuthAmount","Base",NA,NA,55000,NA
"65",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","TRAINING RANGES","FORT DRUM, NEW YORK","U","2011","Infantry Squad Battle Course","AuthAmount","Base",NA,NA,8200,NA
"66",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","OPERATING FUEL STORAGE FACILITIES","FORT DRUM, NEW YORK","U","2011","Aircraft Fuel Storage Complex","AuthAmount","Base",NA,NA,14600,NA
"67",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT DRUM, NEW YORK","U","2011","Battalion Complex","AuthAmount","Base",NA,NA,61000,NA
"68",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","AIRCRAFT MAINTENANCE FACILITIES","FORT DRUM, NEW YORK","U","2011","Aircraft Maintenance Hangar","AuthAmount","Base",NA,NA,16500,NA
"69",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT DRUM, NEW YORK","U","2011","Brigade Complex Ph 1","AuthAmount","Base",NA,NA,55000,NA
"70",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","TRAINING BUILDINGS","U.S. MILITARY ACADEMY","U","2011","Science Facility, Ph 2","AuthAmount","Base",NA,NA,130624,NA
"71",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","TRAINING RANGES","U.S. MILITARY ACADEMY","U","2011","Urban Assault Course","AuthAmount","Base",NA,NA,1700,NA
"72",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","AIRFIELD OPERATIONAL BUILDINGS","FORT BRAGG","U","2011","Command and Control Facility","AuthAmount","Base",NA,NA,53000,NA
"73",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","AIRFIELD OPERATIONAL BUILDINGS","FORT BRAGG","U","2011","Brigade Complex","AuthAmount","Base",NA,NA,116000,NA
"74",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","AIRFIELD OPERATIONAL BUILDINGS","FORT BRAGG","U","2011","Battalion Complex","AuthAmount","Base",NA,NA,33000,NA
"75",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT BRAGG","U","2011","Staging Area Complex","AuthAmount","Base",NA,NA,14600,NA
"76",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","AIRFIELD OPERATIONAL BUILDINGS","FORT BRAGG","U","2011","Company Operations Facilities","AuthAmount","Base",NA,NA,12600,NA
"77",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT BRAGG","U","2011","Vehicle Maintenance Shop","AuthAmount","Base",NA,NA,35500,NA
"78",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT BRAGG","U","2011","Student Barracks","AuthAmount","Base",NA,NA,18000,NA
"79",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","UNACCOM PERSONNEL HOUSING MESS FAC","FORT BRAGG","U","2011","Dining Facility","AuthAmount","Base",NA,NA,11200,NA
"80",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","ROADS","FORT BRAGG","U","2011","Murchison Road Right of Way Acquisition","AuthAmount","Base",NA,NA,17000,NA
"81",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","INSTALL & ORG COVERED STORAGE","FORT SILL","U","2011","General Purpose Storage Building","AuthAmount","Base",NA,NA,13800,NA
"82",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","DEPOT & ARSENAL AMMUNITION STORAGE","MCALESTER","U","2011","Igloo Storage, Depot Level","AuthAmount","Base",NA,NA,3000,NA
"83",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT JACKSON","U","2011","Trainee Barracks Complex, Ph 1","AuthAmount","Base",NA,NA,46000,NA
"84",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","AIRFIELD OPERATIONAL BUILDINGS","FORT JACKSON","U","2011","Training Aids Center","AuthAmount","Base",NA,NA,17000,NA
"85",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","FORT JACKSON","U","2011","Trainee Barracks","AuthAmount","Base",NA,NA,28000,NA
"86",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","PERSONNEL SUPPORT FACILITIES","FORT BLISS","U","2011","Indoor Swimming Pool","AuthAmount","Base",NA,NA,15500,NA
"87",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING RANGES","FORT BLISS","U","2011","Urban Assault Course","AuthAmount","Base",NA,NA,2800,NA
"88",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","ROADS","FORT BLISS","U","2011","Vehicle Bridge Overpass","AuthAmount","Base",NA,NA,8700,NA
"89",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","UNACCOM PERSONNEL HOUSING MESS FAC","FORT BLISS","U","2011","Transient Training Complex","AuthAmount","Base",NA,NA,31000,NA
"90",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","AIRFIELD OPERATIONAL BUILDINGS","FORT BLISS","U","2011","Company Operations Facilities","AuthAmount","Base",NA,NA,18500,NA
"91",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING RANGES","FORT BLISS","U","2011","Automated Multipurpose Machine Gun Range","AuthAmount","Base",NA,NA,6700,NA
"92",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING RANGES","FORT BLISS","U","2011","Scout/RECCE Gunnery Complex","AuthAmount","Base",NA,NA,15500,NA
"93",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING RANGES","FORT BLISS","U","2011","Light Demolition Range","AuthAmount","Base",NA,NA,2100,NA
"94",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING RANGES","FORT BLISS","U","2011","Heavy Sniper Range","AuthAmount","Base",NA,NA,3500,NA
"95",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING RANGES","FORT BLISS","U","2011","Digital Multipurpose Training Range","AuthAmount","Base",NA,NA,22000,NA
"96",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING RANGES","FORT BLISS","U","2011","Live Fire Exercise Shoothouse","AuthAmount","Base",NA,NA,3150,NA
"97",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING RANGES","FORT BLISS","U","2011","Squad Defense Range","AuthAmount","Base",NA,NA,3000,NA
"98",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FORT BLISS","U","2011","THAAD Battery Complex","AuthAmount","Base",NA,NA,17500,NA
"99",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING RANGES","FORT HOOD, TEXAS","U","2011","Live Fire Exercise Shoothouse","AuthAmount","Base",NA,NA,2100,NA
"100",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING FACILITIES OTHER THAN BUILDINGS","FORT HOOD, TEXAS","U","2011","Convoy Live Fire","AuthAmount","Base",NA,NA,3200,NA
"101",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","AIRFIELD OPERATIONAL BUILDINGS","FORT HOOD, TEXAS","U","2011","Battalion Complex","AuthAmount","Base",NA,NA,40000,NA
"102",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","AIRFIELD OPERATIONAL BUILDINGS","FORT HOOD, TEXAS","U","2011","Company Operations Facilities","AuthAmount","Base",NA,NA,4300,NA
"103",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","AIRFIELD OPERATIONAL BUILDINGS","FORT HOOD, TEXAS","U","2011","Brigade Complex","AuthAmount","Base",NA,NA,38000,NA
"104",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING RANGES","FORT HOOD, TEXAS","U","2011","Urban Assault Course","AuthAmount","Base",NA,NA,2450,NA
"105",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","AIRCRAFT MAINTENANCE FACILITIES","FORT HOOD, TEXAS","U","2011","Unmanned Aerial System (UAS) Hangar","AuthAmount","Base",NA,NA,55000,NA
"106",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","SIMULATION FACILITIES","FORT SAM HOUSTON, TEXAS","U","2011","Simulations Center","AuthAmount","Base",NA,NA,16000,NA
"107",2013,"2050A","2050","A","Milcon, A","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","AIRFIELD OPERATIONAL BUILDINGS","FORT SAM HOUSTON, TEXAS","U","2011","Training Aids Center","AuthAmount","Base",NA,NA,6200,NA
