"","ProductOrServiceArea","ProductOrServiceCode","ProductOrServiceCodeText","Total","OCO","MinOfTotalFiscalYear","MaxOfTotalFiscalYear","MinOfOCOfiscalYear","MaxOfOCOfiscalYear","OCOrate"
"812","FRS&C","M1NE","OPERATION OF WATER SUPPLY FACILITIES",0.0261082637271007,0.00060689879325848,2012,2016,2015,2016,0.0232454673969189
"813","FRS&C","M1NZ","OPERATION OF OTHER UTILITIES",0.00362560938254148,0.000558806883908433,2012,2016,2012,2013,0.154127713426403
"814","FRS&C","M1PA","OPERATION OF RECREATION FACILITIES (NON-BUILDING)",0.0570426571726429,1.34045021577061e-05,2012,2016,2012,2014,0.000234990844082467
"815","FRS&C","M1PB","OPERATION OF EXHIBIT DESIGN (NON-BUILDING)",0.00102752149594187,0,2012,2016,NA,NA,0
"816","FRS&C","M1PC","OPERATION OF UNIMPROVED REAL PROPERTY (LAND)",0.000594340275396051,0,2012,2016,NA,NA,0
"817","FRS&C","M1PD","OPERATION OF WASTE TREATMENT AND STORAGE FACILITIES",0.100205693590392,0,2012,2016,NA,NA,0
"818","FRS&C","M1PZ","OPERATION OF OTHER NON-BUILDING FACILITIES",1.53415832261294,0.0250563871078802,2012,2016,2012,2016,0.0163323346349318
"819","FRS&C","M1QA","OPERATION OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)",0.00464659608100322,0,2012,2016,NA,NA,0
"820","FRS&C","M211","Operation/Dams",0.0730108941563733,0.000296008336773479,2000,2015,2008,2008,0.00405430367883859
"821","FRS&C","M212","OPERATION OF CANALS",0.00284325999006563,0,2001,2013,NA,NA,0
"822","FRS&C","M213","OPER OF GOVT MINE FIRE CONT",6.67901226954849e-05,0,2005,2005,NA,NA,0
"823","FRS&C","M215","OPER OF GOVT SURFACE MINE RECLAM",0.000656637087225068,0,2004,2014,NA,NA,0
"824","FRS&C","M216","OPERATION OF DREDGING",0.110175375038458,0,2004,2014,NA,NA,0
"825","FRS&C","M219","OPER OF GOVT OTHER CONSV STRUCTURE",0.0819229336649585,0,2000,2016,NA,NA,0
"826","FRS&C","M221","OPERATION OF AIRPORT SERVICE ROADS",0.00012794582756053,0,2004,2009,NA,NA,0
"827","FRS&C","M222","OPER OF GOVT HWYS-RDS-STS-BRDGS-RAI",0.00646256234452011,0,2000,2014,NA,NA,0
"828","FRS&C","M223","OPER OF GOVT TUNNELS-SUBSURF STRUC",0.000590715006540711,0,2005,2011,NA,NA,0
"829","FRS&C","M224","OPER OF GOVT PARKING FACILITIES",0.0357210080184215,0.000618590722231277,2000,2015,2014,2015,0.0173172806857037
"830","FRS&C","M231","OPERATION OF EPG FACILITIES - COAL",0.00270197352114048,0,2000,2010,NA,NA,0
"831","FRS&C","M232","OPERATION OF EPG FACILITIES - GAS",0.0596744135091181,0,2003,2011,NA,NA,0
"832","FRS&C","M233","OPER OF GOVT EPG - GEOTHERMAL",9.67598981898986e-05,0,2005,2009,NA,NA,0
"833","FRS&C","M234","OPERATION OF EPG FACILITIES - HYDRO",0.00734585008104213,0,2001,2010,NA,NA,0
"834","FRS&C","M236","OPER OF GOVT EPG - PETROLEUM",0.000793290153981815,0,2005,2014,NA,NA,0
"835","FRS&C","M237","OPERATION OF EPG FACILITIES - SOLAR",2.59052983435654e-05,0,2007,2009,NA,NA,0
"836","FRS&C","M239","OPER OF GOVT EPG - OTHER",0.00215109364090975,0,2003,2014,NA,NA,0
"837","FRS&C","M241","OPERATION OF FUEL SUPPLY FACILITIES",0.0252704921233417,0.000677686364656873,2000,2012,2009,2009,0.0268172998511142
"838","FRS&C","M242","OPER OF GOVT HEATING & COOL PLANTS",0.138209120479778,0,2000,2016,NA,NA,0
"839","FRS&C","M243","OPER OF GOVT POLLUTION ABATEMENT",0.0287850164776074,0,2000,2016,NA,NA,0
"840","FRS&C","M244","OPER OF GOVT SEWAGE & WASTE",0.0808140621195772,0.000313507071888921,2000,2016,2006,2015,0.00387936286911352
"841","FRS&C","M245","OPER OF GOVT WATER SUPPLY",0.0451075919240378,-4.8336014029792e-06,2000,2016,2012,2013,-0.000107157159068014
"842","FRS&C","M249","Operation/Other Utilities",0.119630142071162,0,2000,2016,NA,NA,0
"843","FRS&C","M291","OPER OF GOVT RECREA NON-BLDG STRUC",0.339268886405107,0.000135043535253713,2000,2016,2006,2012,0.000398042793386196
"844","FRS&C","M292","OPER OF GOVT EXHIBIT (NON BLDG)",0.00442214142428769,0,2002,2011,NA,NA,0
"845","FRS&C","M293","OPER OF GOVT UNIMPROVED REAL PROP",0.00298608356426368,0,2000,2011,NA,NA,0
"846","FRS&C","M294","OPER OF GOVT WASTE TRMT-STORE FAC",4.37352681164185,0,2000,2016,NA,NA,0
"847","FRS&C","M299","OPER OF GOVT ALL OTH NON-BLDG FACS",5.38018512406811,0.0120896712972964,2000,2016,2006,2015,0.00224707347767897
"848","FRS&C","M300","OPER OF GOVT RESTORATION",29.1971931003432,0.0551719724868933,2000,2016,2011,2014,0.00188963275672704
"849","FRS&C","P400","DEMOLITION OF BUILDINGS",2.22712799031878,0.00231790968762667,2000,2016,2006,2015,0.00104076177826444
"850","FRS&C","P500","DEMOLITION OF STRUCTURES/FACILITIES",3.77436339040618,0.000567535676648112,2000,2016,2008,2013,0.000150365934051474
"851","FRS&C","S","UTILITIES AND HOUSEKEEPING",-5.03080361642737e-06,0,2006,2006,NA,NA,0
"852","FRS&C","S1","UTILITIES",0.0162817380546012,0,2001,2008,NA,NA,0
"853","FRS&C","S111","GAS SERVICES",6.34968009050066,0.00339731947842514,2000,2016,2006,2016,0.000535037896398536
"854","FRS&C","S112","ELECTRIC SERVICES",28.0890032226245,0.557045946993133,2000,2016,2002,2016,0.0198314601119223
"855","FRS&C","S114","UTILITIES- WATER",5.0513024274837,0.0391813516400319,2000,2016,2003,2016,0.00775668299463711
"856","FRS&C","S119","OTHER UTILITIES",6.69603471606822,0.0260064038961451,2000,2016,2002,2016,0.00388385141339523
"857","FRS&C","S201","CUSTODIAL JANITORIAL SERVICES",23.5875894609164,0.0815392518404463,2000,2016,2003,2016,0.00345687090982965
"858","FRS&C","S202","FIRE PROTECTION SERVICES",0.639827211171769,0.00157706112915816,2000,2016,2004,2015,0.00246482347362181
"859","FRS&C","S203","FOOD SERVICES",16.5348913184822,0.101713855735448,2000,2016,2003,2016,0.00615146805481302
"860","FRS&C","S204","FUELING SERVICE",1.41841191302677,0.138776645424773,2000,2016,2004,2015,0.097839452806509
"861","FRS&C","S205","HOUSEKEEPING- TRASH/GARBAGE COLLECTION",9.00692098850558,0.0307446747172934,2000,2016,2003,2016,0.0034134500298747
"862","FRS&C","S206","GUARD SERVICES",56.4813467421449,0.53116557954378,2000,2016,2003,2016,0.00940426548199564
"863","FRS&C","S207","HOUSEKEEPING- INSECT/RODENT CONTROL",0.319896166429805,0.000434503778832137,2000,2016,2006,2016,0.00135826503856363
"864","FRS&C","S208","HOUSEKEEPING- LANDSCAPING/GROUNDSKEEPING",6.16174165246064,0.0150084680382524,2000,2016,2003,2016,0.00243575094263468
"865","FRS&C","S209","HOUSEKEEPING- LAUNDRY/DRYCLEANING",2.03984158861757,0.12110735063436,2000,2016,2003,2016,0.0593709586617635
"866","FRS&C","S211","HOUSEKEEPING- SURVEILLANCE",2.01743262928943,0.0112436074454473,2000,2016,2006,2016,0.00557322573364318
"867","FRS&C","S212","HOUSEKEEPING- SOLID FUEL HANDLING",0.0261045037283639,0,2000,2016,NA,NA,0
"868","FRS&C","S213","MESSENGER SVCS",1.65614764947717e-05,0,2005,2015,NA,NA,0
"869","FRS&C","S214","CARPET LAYING AND CLEANING",0.273284377227644,0.000683048311725657,2000,2016,2006,2016,0.00249940490069318
"870","FRS&C","S215","HOUSEKEEPING- WAREHOUSING/STORAGE",3.64296537922237,0.0583388555704728,2000,2016,2004,2016,0.0160141119932701
"871","FRS&C","S216","FACILITIES OPERATIONS SUPPORT SVCS",47.9463107787581,3.11218436461469,2000,2016,2001,2016,0.0649097775004099
"872","FRS&C","S217","HOUSEKEEPING- INTERIOR PLANTSCAPING",0.0158778293073705,0,2000,2016,NA,NA,0
"873","FRS&C","S218","HOUSEKEEPING- SNOW REMOVAL/SALT",0.31739761636009,0.000282081807448956,2000,2016,2006,2015,0.000888733225800068
"874","FRS&C","S221","HAZARDOUS WASTE REMOVAL",0,0,2000,2000,NA,NA,NA
"875","FRS&C","S222","HOUSEKEEPING- WASTE TREATMENT/STORAGE",2.62315563042449,0.0461357034150953,2000,2016,2003,2016,0.017587863594517
"876","FRS&C","S299","HOUSEKEEPING- OTHER",6.81750294099961,0.0130497611673091,2000,2016,2004,2016,0.00191415556109693
"877","FRS&C","X","LEASE/RENT FACILITIES",3.06806739445892e-06,0,2005,2005,NA,NA,0
"878","FRS&C","X111","LEASE/RENTAL OF OFFICE BUILDINGS",55.9779736246042,0.70501269920958,2000,2016,2000,2016,0.0125944662437674
"879","FRS&C","X112","LEASE-RENT OF CONF SPACE & FAC",0.486220191817668,0.00188428393504786,2000,2016,2006,2016,0.00387537162536118
"880","FRS&C","X119","LEASE-RENT OF OTHER ADMIN-SVC BLDGS",0.346761327519537,2.99814609713094e-06,2000,2016,2010,2016,8.64613744150006e-06
"881","FRS&C","X121","LEASE-RENT OF AIR TRAFFIC TOWERS",0.0295107333376537,2.60680939300534e-09,2000,2015,2012,2012,8.83342803846635e-08
"882","FRS&C","X122","LEASE-RENT OF AIR TRAFFIC TNG FAC",0.000522000395797071,-6.38152957986959e-08,2003,2014,2011,2011,-0.000122251431823635
"883","FRS&C","X123","LEASE-RENT OF RADAR & NAV FACILITY",0.00297864098052691,0,2004,2014,NA,NA,0
"884","FRS&C","X124","LEASE/RENTAL OF AIRPORT RUNWAYS",0.00154262310869728,0,2000,2015,NA,NA,0
"885","FRS&C","X125","LEASE/RENTAL OF AIRPORT TERMINALS",0.00169891895792394,0,2000,2015,NA,NA,0
"886","FRS&C","X126","LEASE-RENT OF MISSILE SYSTEMS FAC",3.98516421432288e-05,0,2003,2011,NA,NA,0
"887","FRS&C","X127","LEASE-RENT OF ELCT & COMM SYS FAC",0.0215464517464875,-0.000408050066230969,2000,2016,2011,2012,-0.0189381560839821
"888","FRS&C","X129","LEASE-RENT OF OTHER AIRFIELD STRUCT",0.0419053411041307,0,2000,2016,NA,NA,0
"889","FRS&C","X131","LEASE/RENTAL OF SCHOOLS",0.0109519122135112,0,2000,2016,NA,NA,0
"890","FRS&C","X139","LEASE-RENT OF OTHER EDUCATIONAL BLD",0.14106599785759,0,2000,2016,NA,NA,0
"891","FRS&C","X141","LEASE-RENT OF HOSPITALS & INFIRMARY",0.0472716431397949,0,2000,2013,NA,NA,0
"892","FRS&C","X142","LEASE-RENT OF LABS & CLINICS",0.80948335014096,0.000345224740610865,2000,2016,2006,2009,0.000426475406258509
"893","FRS&C","X149","LEASE-RENT OF OTHER HOSPITAL BLDGS",0.104155199681305,0,2000,2013,NA,NA,0
"894","FRS&C","X151","LEASE-RENT OF AMMUNITION FACILITIES",0.0035496676078739,9.22874040571017e-06,2005,2016,2011,2014,0.00259988861639859
"895","FRS&C","X152","LEASE-RENT OF MAINT BLDGS",0.0124748009372082,0.00253328994938379,2000,2015,2005,2008,0.203072575036274
"896","FRS&C","X153","LEASE-RENT OF PRODUCTION BLDGS",0.00467440561170015,0,2000,2011,NA,NA,0
"897","FRS&C","X154","LEASE-RENT OF SHIP CONST-REP FAC",0.0684592601217307,0,2002,2013,NA,NA,0
"898","FRS&C","X155","LEASE-RENT OF TANK AUTOMOTIVE FAC",0.000730368063113754,0,2003,2011,2011,2011,0
"899","FRS&C","X159","LEASE-RENT OF OTHER INDUSTRIAL BLDG",0.0369686139363986,4.5672335990354e-05,2000,2016,2001,2009,0.00123543544448081
"900","FRS&C","X161","LEASE-RENT OF FAMILY HOUSING",0.278799118149549,0.000187422674706909,2000,2016,2004,2012,0.000672249883539354
"901","FRS&C","X162","LEASE-RENT OF RECREATIONAL BLDGS",0.00995401100732588,0,2000,2016,NA,NA,0
"902","FRS&C","X163","LEASE-RENT OF TROOP HOUSING",0.274213030723801,0.00253207879969577,2000,2016,2003,2014,0.009233984223916
"903","FRS&C","X164","LEASE/RENTAL OF DINING FACILITIES",0.00556863899878175,0,2000,2016,NA,NA,0
"904","FRS&C","X165","LEASE-RENT OF RELIGIOUS",0.00167516224211254,2.38937094161003e-05,2000,2012,2007,2007,0.0142635195657037
"905","FRS&C","X166","LEASE/RENTAL OF PENAL FACILITIES",0.459335361122852,0,2000,2016,NA,NA,0
"906","FRS&C","X169","LEASE-RENT OF OTHER RESIDENTIAL BLD",0.155912839833054,0.000283926500418755,2000,2016,2004,2013,0.00182105912972128
"907","FRS&C","X171","LEASE-RENT OF AMMO STORAGE BLDGS",0.000377686322733692,0,2005,2011,NA,NA,0
"908","FRS&C","X172","LEASE-RENT OF FOOD STORAGE BLDGS",0.124774758055567,0,2000,2016,NA,NA,0
"909","FRS&C","X173","LEASE-RENT OF FUEL STORAGE BLDGS",1.7691254870383,0.0973895263051558,2000,2016,2002,2013,0.0550495298488948
"910","FRS&C","X174","LEASE-RENT OF OPEN STORAGE FAC",0.10269137375055,1.59857315975733e-05,2000,2016,2011,2011,0.000155667715931083
"911","FRS&C","X179","LEASE-RENT OF OTHER WAREHOUSE BLDGS",0.244313231525164,0.00515549659813454,2000,2016,2004,2014,0.0211019950329769
"912","FRS&C","X181","LEASE-RENT OF R&D GOCO FACILITIES",0.0010002052937752,0,2000,2016,NA,NA,0
"913","FRS&C","X182","LEASE-RENT OF R&D GOGO FACILITIES",0.00303698854308484,0,2000,2015,NA,NA,0
"914","FRS&C","X183","LEASE-RENT OF R&D GOCO ENVIR LAB",4.89829674096311e-06,0,2010,2013,NA,NA,0
"915","FRS&C","X191","LEASE-RENT OF EXHIBITION BUILDINGS",0.0160050463959984,0,2000,2016,NA,NA,0
"916","FRS&C","X192","LEASE-RENT OF TEST BUILDINGS",0.00268456480951036,0,2000,2013,NA,NA,0
"917","FRS&C","X199","LEASE-RENT OF MISC BLDGS",0.452881467105931,0.00108131965955341,2000,2016,2004,2016,0.00238764387172523
"918","FRS&C","X1AA","LEASE/RENTAL OF OFFICE BUILDINGS",0.15177233514928,0.000150062168932062,2012,2016,2012,2016,0.000988732029354781
"919","FRS&C","X1AB","LEASE/RENTAL OF CONFERENCE SPACE AND FACILITIES",0.190177540626111,0.000588349702060291,2012,2016,2012,2016,0.00309368656321509
"920","FRS&C","X1AZ","LEASE/RENTAL OF OTHER ADMINISTRATIVE FACILITIES AND SERVICE BUILDINGS",0.0253110801652303,0,2012,2016,NA,NA,0
"921","FRS&C","X1BA","LEASE/RENTAL OF AIR TRAFFIC CONTROL TOWERS",0.000655852417903813,0,2012,2016,NA,NA,0
"922","FRS&C","X1BB","LEASE/RENTAL OF AIR TRAFFIC CONTROL TRAINING FACILITIES",0.000135420600885935,0,2012,2015,NA,NA,0
"923","FRS&C","X1BC","LEASE/RENTAL OF RADAR AND NAVIGATIONAL FACILITIES",0.000213391009254263,0,2013,2016,NA,NA,0
"924","FRS&C","X1BD","LEASE/RENTAL OF AIRPORT RUNWAYS AND TAXIWAYS",0.00657199471574333,0,2012,2016,NA,NA,0
"925","FRS&C","X1BE","LEASE/RENTAL OF AIRPORT TERMINALS",0.000620930123739237,0,2012,2016,NA,NA,0
"926","FRS&C","X1BG","LEASE/RENTAL OF ELECTRONIC AND COMMUNICATIONS FACILITIES",0.0205495713516524,0,2012,2016,NA,NA,0
"927","FRS&C","X1BZ","LEASE/RENTAL OF OTHER AIRFIELD STRUCTURES",0.0055466961896849,0,2012,2016,NA,NA,0
"928","FRS&C","X1CA","LEASE/RENTAL OF SCHOOLS",0.00100449712017721,2.8671365979813e-05,2012,2016,2014,2014,0.0285430046576489
"929","FRS&C","X1CZ","LEASE/RENTAL OF OTHER EDUCATIONAL BUILDINGS",0.00559452805317482,0,2012,2016,NA,NA,0
"930","FRS&C","X1DA","LEASE/RENTAL OF HOSPITALS AND INFIRMARIES",7.75806273859542e-06,0,2014,2014,NA,NA,0
"931","FRS&C","X1DB","LEASE/RENTAL OF LABORATORIES AND CLINICS",0.00312518382717062,0,2012,2016,NA,NA,0
"932","FRS&C","X1DZ","LEASE/RENTAL OF OTHER HOSPITAL BUILDINGS",0.00209673439170191,0,2012,2016,NA,NA,0
"933","FRS&C","X1EA","LEASE/RENTAL OF AMMUNITION FACILITIES",0.00228020724152041,6.18e-05,2012,2016,2015,2015,0.0271027996379806
"934","FRS&C","X1EB","LEASE/RENTAL OF MAINTENANCE BUILDINGS",0.000685128457501911,3.15917326282667e-06,2012,2016,2013,2013,0.00461106706083342
"935","FRS&C","X1EC","LEASE/RENTAL OF PRODUCTION BUILDINGS",0.000564850970506256,0,2012,2016,NA,NA,0
"936","FRS&C","X1ED","LEASE/RENTAL OF SHIP CONSTRUCTION AND REPAIR FACILITIES",0.00222561108732043,4.11502014392495e-06,2013,2016,2013,2013,0.00184893945189647
"937","FRS&C","X1EE","LEASE/RENTAL OF TANK AUTOMOTIVE FACILITIES",3.265975151628e-05,0,2013,2014,NA,NA,0
"938","FRS&C","X1EZ","LEASE/RENTAL OF OTHER INDUSTRIAL BUILDINGS",0.00116827510155006,0,2012,2016,NA,NA,0
"939","FRS&C","X1FA","LEASE/RENTAL OF FAMILY HOUSING FACILITIES",0.0314104146713906,6.76995649599006e-05,2012,2016,2012,2015,0.00215532222889
"940","FRS&C","X1FB","LEASE/RENTAL OF RECREATIONAL BUILDINGS",0.00441170457669048,0,2012,2016,NA,NA,0
"941","FRS&C","X1FC","LEASE/RENTAL OF TROOP HOUSING FACILITIES",0.0294844220018232,0.000643796837643944,2012,2016,2012,2016,0.0218351520543334
"942","FRS&C","X1FD","LEASE/RENTAL OF DINING FACILITIES",0.0011331017906539,8.99569873497352e-06,2012,2016,2012,2016,0.0079390031938633
"943","FRS&C","X1FE","LEASE/RENTAL OF RELIGIOUS FACILITIES",4.58782494849818e-05,0,2012,2013,NA,NA,0
"944","FRS&C","X1FF","LEASE/RENTAL OF PENAL FACILITIES",0.0317306314538694,0,2012,2016,NA,NA,0
"945","FRS&C","X1FZ","LEASE/RENTAL OF OTHER RESIDENTIAL BUILDINGS",0.0165345701098568,0.000127607414413805,2012,2016,2012,2014,0.00771761307164159
"946","FRS&C","X1GA","LEASE/RENTAL OF AMMUNITION STORAGE BUILDINGS",6.47321780213424e-05,0,2012,2015,NA,NA,0
"947","FRS&C","X1GB","LEASE/RENTAL OF FOOD OR GRAIN STORAGE BUILDINGS",0.00122199514440233,0,2012,2016,NA,NA,0
"948","FRS&C","X1GC","LEASE/RENTAL OF FUEL STORAGE BUILDINGS",0.486667489900622,-4.33080631681714e-05,2012,2016,2016,2016,-8.89890203617565e-05
"949","FRS&C","X1GD","LEASE/RENTAL OF OPEN STORAGE FACILITIES",0.00984860999121512,0.000141484237934729,2012,2016,2013,2014,0.0143659093070932
"950","FRS&C","X1GZ","LEASE/RENTAL OF OTHER WAREHOUSE BUILDINGS",0.0268502178892391,0.000159711615836279,2012,2016,2012,2016,0.00594824282227846
"951","FRS&C","X1HB","LEASE/RENTAL OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) R&D FACILITIES",0.000323539379300249,0,2012,2016,NA,NA,0
"952","FRS&C","X1HC","LEASE/RENTAL OF GOVERNMENT-OWNED CONTRACTOR-OPERATED (GOCO) ENVIRONMENTAL LABORATORIES",0.000161622182366331,0,2012,2012,NA,NA,0
"953","FRS&C","X1HZ","LEASE/RENTAL OF GOVERNMENT-OWNED GOVERNMENT-OPERATED (GOGO) ENVIRONMENTAL LABORATORIES",5.22944758685869e-06,0,2013,2015,NA,NA,0
"954","FRS&C","X1JA","LEASE/RENTAL OF MUSEUMS AND EXHIBITION BUILDINGS",0.00268146992364869,3.92474263223004e-06,2012,2016,2013,2016,0.00146365342292918
"955","FRS&C","X1JB","LEASE/RENTAL OF TESTING AND MEASUREMENT BUILDINGS",0.000341637572749412,0,2012,2016,NA,NA,0
"956","FRS&C","X1JZ","LEASE/RENTAL OF MISCELLANEOUS BUILDINGS",0.0294377042554862,0.000155460788837685,2012,2016,2012,2016,0.00528100926242277
"957","FRS&C","X1KB","Lease/Rental of Canals",5.44558040221918e-06,0,2016,2016,NA,NA,0
"958","FRS&C","X1KC","LEASE/RENTAL OF MINE FIRE CONTROL FACILITIES",4.48210716785982e-05,0,2012,2015,NA,NA,0
"959","FRS&C","X1KF","LEASE/RENTAL OF DREDGING FACILITIES",0.00333238189792642,0,2013,2015,NA,NA,0
"960","FRS&C","X1KZ","LEASE/RENTAL OF OTHER CONSERVATION AND DEVELOPMENT FACILITIES",3.26485303881042e-05,0,2012,2015,NA,NA,0
"961","FRS&C","X1LA","LEASE/RENTAL OF AIRPORT SERVICE ROADS",0.000269552123474609,0,2012,2016,NA,NA,0
"962","FRS&C","X1LB","LEASE/RENTAL OF HIGHWAYS, ROADS, STREETS, BRIDGES, AND RAILWAYS",0.00012942600640842,0,2012,2016,NA,NA,0
"963","FRS&C","X1LC","Lease/Rental of Tunnels and subsurface structures",3.21264e-06,0,2015,2015,NA,NA,0
"964","FRS&C","X1LZ","LEASE/RENTAL OF PARKING FACILITIES",0.106943609160491,-0.000158141102779847,2012,2016,2013,2016,-0.00147873354958989
"965","FRS&C","X1MB","LEASE/RENTAL OF EPG FACILITIES - GAS",0.00020531590424808,0,2012,2015,NA,NA,0
"966","FRS&C","X1MC","LEASE/RENTAL OF EPG FACILITIES - GEOTHERMAL",0.0712984016192506,0,2012,2016,NA,NA,0
"967","FRS&C","X1MD","Lease/Rental of EPG facilities - hydro",3.66381996008902e-05,0,2015,2016,NA,NA,0
"968","FRS&C","X1MF","Lease/Rental of EPG facilities - petroleum",0.000447420660074225,0,2016,2016,NA,NA,0
"969","FRS&C","X1MZ","LEASE/RENTAL OF EPG FACILITIES - OTHER, INCLUDING TRANSMISSION",0.000128932241691248,0,2013,2016,NA,NA,0
"970","FRS&C","X1NA","LEASE/RENTAL OF FUEL SUPPLY FACILITIES",0.000233071587116079,4.77510566119979e-07,2013,2016,2013,2014,0.00204877210486475
"971","FRS&C","X1NB","LEASE/RENTAL OF HEATING AND COOLING PLANTS",0.00422287617951346,0,2012,2016,NA,NA,0
"972","FRS&C","X1ND","LEASE/RENTAL OF SEWAGE AND WASTE FACILITIES",0.00216412158643871,5.26683088180537e-06,2012,2016,2012,2013,0.00243370377838728
"973","FRS&C","X1NE","LEASE/RENTAL OF WATER SUPPLY FACILITIES",0.00228157968797284,0,2012,2016,NA,NA,0
"974","FRS&C","X1NZ","LEASE/RENTAL OF OTHER UTILITIES",0.00844585317831626,0.000147275418784531,2012,2016,2012,2013,0.0174376011132473
"975","FRS&C","X1PA","LEASE/RENTAL OF RECREATION FACILITIES (NON-BUILDING)",0.00439330376666419,1.29683112973386e-05,2012,2016,2013,2013,0.00295183579058213
"976","FRS&C","X1PB","LEASE/RENTAL OF EXHIBIT DESIGN (NON-BUILDING)",0.00205110135760175,0,2012,2016,NA,NA,0
"977","FRS&C","X1PC","LEASE/RENTAL OF UNIMPROVED REAL PROPERTY (LAND)",0.00145258320283712,2.66034795066801e-06,2012,2016,2015,2016,0.0018314599435488
"978","FRS&C","X1PD","LEASE/RENTAL OF WASTE TREATMENT AND STORAGE FACILITIES",0.00111359993053917,0,2012,2016,NA,NA,0
"979","FRS&C","X1PZ","LEASE/RENTAL OF OTHER NON-BUILDING FACILITIES",0.0355087939042448,0.000130843646516536,2012,2016,2012,2016,0.00368482373322443
"980","FRS&C","X1QA","LEASE/RENTAL OF RESTORATION OF REAL PROPERTY (PUBLIC OR PRIVATE)",0.000895105053557805,0,2012,2016,NA,NA,0
"981","FRS&C","X211","LEASE/RENTAL OF DAMS",0.00324706348777486,0,2000,2011,NA,NA,0
"982","FRS&C","X212","LEASE/RENTAL OF CANALS",0.000221213110811755,0,2005,2011,NA,NA,0
"983","FRS&C","X213","LEASE-RENT OF MINE FIRE CONT",4.74488429191822e-05,0,2001,2006,NA,NA,0
"984","FRS&C","X219","LEASE-RENT OF OTHER CONSV STRUCTURE",0.00194912470746877,0,2003,2013,NA,NA,0
"985","FRS&C","X221","LEASE-RENT OF AIRPORT SERVICE ROADS",0.00028501552849229,0,2005,2012,NA,NA,0
"986","FRS&C","X222","LEASE-RENT OF HWYS-RDS-STS-BRDGS-RA",0.00217120225053517,0,2000,2016,NA,NA,0
"987","FRS&C","X223","LEASE-RENT OF TUNNELS-SUBSURF STRUC",9.96213327026127e-05,0,2007,2011,NA,NA,0
"988","FRS&C","X224","LEASE-RENT OF PARKING FACILITIES",0.309097830889152,0.000795885571993165,2000,2016,2008,2016,0.00257486624769807
"989","FRS&C","X231","LEASE-RENT OF EPG - COAL",0.000149816100471284,0,2004,2011,NA,NA,0
"990","FRS&C","X232","LEASE-RENT OF EPG - GAS",0.000491047078714803,9.47661497028882e-05,2003,2016,2011,2013,0.192987910550075
"991","FRS&C","X233","LEASE-RENT OF EPG - GEOTHERMAL",3.7482313434815e-05,0,2008,2009,NA,NA,0
"992","FRS&C","X235","LEASE-RENT OF EPG - NUCLEAR",7.91106501780672e-06,0,2007,2007,NA,NA,0
"993","FRS&C","X236","LEASE-RENT OF EPG - PETROLEUM",0.000601101824147113,0,2002,2010,NA,NA,0
"994","FRS&C","X237","LEASE-RENT OF EPG - SOLAR",1.15508695756569e-05,0,2005,2011,NA,NA,0
"995","FRS&C","X239","LEASE-RENT OF EPG - OTHER",0.00430139387038995,0,2000,2016,NA,NA,0
"996","FRS&C","X241","LEASE-RENT OF FUEL SUPPLY",0.0460841017458561,0,2002,2013,NA,NA,0
"997","FRS&C","X242","LEASE-RENT OF HEATING & COOL PLANTS",0.00316386537684977,0,2005,2013,NA,NA,0
"998","FRS&C","X243","LEASE-RENT OF POLLUTION ABATEMENT",0.000939555444442113,0,2001,2005,NA,NA,0
"999","FRS&C","X244","LEASE-RENT OF SEWAGE & WASTE",0.045827610417632,0.00775498801373863,2000,2016,2004,2016,0.169220868010935
"1000","FRS&C","X245","LEASE-RENT OF WATER SUPPLY",0.00499528316282144,0.00102519755319319,2000,2014,2007,2013,0.205233120881608
"1001","FRS&C","X249","LEASE/RENTAL OF OTHER UTILITIES",0.0447519357070634,-5.6220060615372e-05,2000,2016,2008,2016,-0.00125625986288898
"1002","FRS&C","X291","LEASE-RENT OF RECREA NON-BLDG STRUC",0.00657850739958582,-1.66316639101915e-05,2000,2016,2014,2014,-0.0025281819871843
"1003","FRS&C","X292","LEASE-RENT OF EXHIBIT (NON-BLDG)",0.00657290868089456,0,2000,2016,2011,2011,0
"1004","FRS&C","X293","LEASE-RENT OF UNIMPROVED REAL PROP",0.0126103554940799,0,2000,2016,NA,NA,0
"1005","FRS&C","X294","LEASE-RENT OF WASTE TRMT-STORE FAC",0.00363018205583248,0.00194405741587107,2001,2016,2004,2004,0.535526148818796
"1006","FRS&C","X299","LEASE-RENT OF ALL OTH NON-BLDG FACS",1.00213417277096,0.0238836088839266,2000,2016,2004,2016,0.0238327456870242
"1007","FRS&C","X300","LEASE-RENT OF RESTORATION",3.75724815168688,0.000306677087972554,2000,2011,2008,2011,8.16227929568257e-05
"1008","FRS&C","Y1","CONSTRUCTION OF BUILDINGS",3.92108483039438e-06,0,2006,2006,NA,NA,0
"1009","FRS&C","Y111","CONSTRUCTION OF OFFICE BUILDINGS",35.1276840428175,0.182868607952097,2000,2016,2003,2016,0.00520582591579896
"1010","FRS&C","Y112","CONSTRUCT/CONF SPACE & FAC",0.619493902834261,0.00387571437517919,2000,2016,2005,2014,0.00625625911320082
"1011","FRS&C","Y119","CONSTRUCT/OTHER ADMIN & SVCS BLDGS",23.6082542049691,0.4596045090268,2000,2016,2002,2016,0.0194679583266288
