"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineNumber","LineItem","LineItemTitle","CostType","CostTypeTitle","LineNumber","AddOrNonAdd","Classified","FiscalYear","OriginType","ActualTotal","PBtotal","PBtype","QuantActualTotal","QuantPBtotal","QuantPBtype"
"16",2014,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","13 ","6772AA0005","UH-60 Blackhawk M Model (MYP)","C","Advance Procurement (CY)","13 ","Add","U",2012,"Total",199781,NA,NA,0,NA,NA
"17",2014,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","14 ","6775A05101","CH-47 Helicopter","A","Weapon System Cost","14 ","Add","U",2012,"Total",1305718,NA,NA,45,NA,NA
"18",2014,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","14 ","6775A05101","CH-47 Helicopter","B","Less: Advance Procurement (PY)","14 ","Add","U",2012,"Total",-66358,NA,NA,0,NA,NA
"19",2014,"2031A","Aircraft Procurement, Army","ARMY","01","Aircraft","20","Rotary","15 ","6775A05101","CH-47 Helicopter","C","Advance Procurement (CY)","15 ","Add","U",2012,"Total",120956,NA,NA,0,NA,NA
"20",2014,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","16 ","0420A00020","MQ-1 Payload - UAS","A","Weapon System Cost","16 ","Add","U",2012,"Total",146983,NA,NA,0,NA,NA
"21",2014,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","17 ","1032AZ2000","Guardrail Mods (MIP)","A","Weapon System Cost","17 ","Add","U",2012,"Total",27575,NA,NA,0,NA,NA
"22",2014,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","18 ","1036AZ2001","Multi Sensor ABN Recon (MIP)","A","Weapon System Cost","18 ","Add","U",2012,"Total",61162,NA,NA,0,NA,NA
"23",2014,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","19 ","2706AA6605","AH-64 Mods","A","Weapon System Cost","19 ","Add","U",2012,"Total",329929,NA,NA,0,NA,NA
"24",2014,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","20 ","3264AA0252","CH-47 Cargo Helicopter Mods (MYP)","A","Weapon System Cost","20 ","Add","U",2012,"Total",69012,NA,NA,0,NA,NA
"25",2014,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","21 ","4194AA0270","Utility/Cargo Airplane Mods","A","Weapon System Cost","21 ","Add","U",2012,"Total",12107,NA,NA,0,NA,NA
"26",2014,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","22 ","6949AA0480","Utility Helicopter Mods","A","Weapon System Cost","22 ","Add","U",2012,"Total",74745,NA,NA,97,NA,NA
"27",2014,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","23 ","7542AZ2200","Kiowa Mods Warrior","A","Weapon System Cost","23 ","Add","U",2012,"Total",92552,NA,NA,0,NA,NA
"28",2014,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","24 ","8658AA0712","Network and Mission Plan","A","Weapon System Cost","24 ","Add","U",2012,"Total",118432,NA,NA,0,NA,NA
"29",2014,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","25 ","8659AA0723","Comms, Nav Surveillance","A","Weapon System Cost","25 ","Add","U",2012,"Total",117855,NA,NA,0,NA,NA
"30",2014,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","26 ","8859AA0711","GATM Rollup","A","Weapon System Cost","26 ","Add","U",2012,"Total",69220,NA,NA,0,NA,NA
"31",2014,"2031A","Aircraft Procurement, Army","ARMY","02","Modification of Aircraft","10","Modification of Aircraft","27 ","9555A00018","RQ-7 UAV MODS","A","Weapon System Cost","27 ","Add","U",2012,"Total",165139,NA,NA,4,NA,NA
"32",2014,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","10","Ground Support Avionics","28 ","3632AZ3504","Aircraft Survivability Equipment","A","Weapon System Cost","28 ","Add","U",2012,"Total",35993,NA,NA,0,NA,NA
"33",2014,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","10","Ground Support Avionics","29 ","5044AZ3507","Survivability CM","A","Weapon System Cost","29 ","Add","U",2012,"Total",0,NA,NA,0,NA,NA
"34",2014,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","10","Ground Support Avionics","30 ","5397AZ3517","CMWS","A","Weapon System Cost","30 ","Add","U",2012,"Total",104251,NA,NA,0,NA,NA
"35",2014,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","30","Other Support","31 ","0832AZ3000","Avionics Support Equipment","A","Weapon System Cost","31 ","Add","U",2012,"Total",4840,NA,NA,568,NA,NA
"36",2014,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","30","Other Support","32 ","5212AZ3100","Common Ground Equipment","A","Weapon System Cost","32 ","Add","U",2012,"Total",114517,NA,NA,0,NA,NA
"37",2014,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","30","Other Support","33 ","6380AZ3110","Aircrew Integrated Systems","A","Weapon System Cost","33 ","Add","U",2012,"Total",62746,NA,NA,0,NA,NA
"38",2014,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","30","Other Support","34 ","6818AA0050","Air Traffic Control","A","Weapon System Cost","34 ","Add","U",2012,"Total",114844,NA,NA,0,NA,NA
"39",2014,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","30","Other Support","35 ","8132AZ3300","Industrial Facilities","A","Weapon System Cost","35 ","Add","U",2012,"Total",1593,NA,NA,0,NA,NA
"40",2014,"2031A","Aircraft Procurement, Army","ARMY","04","Support Equipment and Facilities","30","Other Support","36 ","9154A50100","Launcher, 2.75 Rocket","A","Weapon System Cost","36 ","Add","U",2012,"Total",2878,NA,NA,449,NA,NA
"41",2014,"2031A","Aircraft Procurement, Army","ARMY","20","Undistributed","99","Undistributed","37 ","FY2013CR","Adj to Match Continuing Resolution","A","Weapon System Cost","37 ","Add","U",2012,"Total",0,NA,NA,0,NA,NA
"42",2014,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","10","Surface-to-Air Missile System","1  ","7152C49100","Patriot System Summary","A","Weapon System Cost","1  ","Add","U",2012,"Total",662231,NA,NA,84,NA,NA
"43",2014,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","10","Surface-to-Air Missile System","2  ","8260C53101","MSE Missile","A","Weapon System Cost","2  ","Add","U",2012,"Total",74953,NA,NA,0,NA,NA
"44",2014,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","20","Air-To-Surface Missile System","3  ","1338C70000","Hellfire Sys Summary","A","Weapon System Cost","3  ","Add","U",2012,"Total",108966,NA,NA,907,NA,NA
"45",2014,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","4  ","0648CC0007","Javelin (Aaws-M) System Summary","A","Weapon System Cost","4  ","Add","U",2012,"Total",172502,NA,NA,710,NA,NA
"46",2014,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","5  ","2104C59300","Tow 2 System Summary","A","Weapon System Cost","5  ","Add","U",2012,"Total",95296,NA,NA,802,NA,NA
"47",2014,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","5  ","2104C59300","Tow 2 System Summary","B","Less: Advance Procurement (PY)","5  ","Add","U",2012,"Total",-48355,NA,NA,0,NA,NA
"48",2014,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","6  ","2104C59300","Tow 2 System Summary","C","Advance Procurement (CY)","6  ","Add","U",2012,"Total",19886,NA,NA,0,NA,NA
"49",2014,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","7  ","6005C64400","Guided MLRS Rocket (GMLRS)","A","Weapon System Cost","7  ","Add","U",2012,"Total",333167,NA,NA,3194,NA,NA
"50",2014,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","8  ","6060C65405","MLRS Reduced Range Practice Rockets (RRPR)","A","Weapon System Cost","8  ","Add","U",2012,"Total",18175,NA,NA,2370,NA,NA
"51",2014,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","9  ","6200C02901","High Mobility Artillery Rocket System","A","Weapon System Cost","9  ","Add","U",2012,"Total",31674,NA,NA,0,NA,NA
"52",2014,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","10 ","6472C98510","Army Tactical Msl Sys (Atacms) - Sys Sum","A","Weapon System Cost","10 ","Add","U",2012,"Total",0,NA,NA,0,NA,NA
"53",2014,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","11 ","0962C50700","Patriot Mods","A","Weapon System Cost","11 ","Add","U",2012,"Total",68665,NA,NA,0,NA,NA
"54",2014,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","12 ","2684C20000","Stinger Mods","A","Weapon System Cost","12 ","Add","U",2012,"Total",0,NA,NA,0,NA,NA
"55",2014,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","13 ","3972C61700","Itas/Tow Mods","A","Weapon System Cost","13 ","Add","U",2012,"Total",13577,NA,NA,0,NA,NA
"56",2014,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","14 ","6552C67500","MLRS Mods","A","Weapon System Cost","14 ","Add","U",2012,"Total",8236,NA,NA,0,NA,NA
"57",2014,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","15 ","6580C67501","Himars Modifications","A","Weapon System Cost","15 ","Add","U",2012,"Total",11670,NA,NA,0,NA,NA
"58",2014,"2032A","Missile Procurement, Army","ARMY","04","Spares and Repair Parts","10","Spares and Repair Parts","16 ","1242CA0250","Spares and Repair Parts","A","Weapon System Cost","16 ","Add","U",2012,"Total",6960,NA,NA,0,NA,NA
"59",2014,"2032A","Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","10","Support Equipment & Facilities","17 ","1242C93000","Air Defense Targets","A","Weapon System Cost","17 ","Add","U",2012,"Total",3674,NA,NA,0,NA,NA
"60",2014,"2032A","Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","10","Support Equipment & Facilities","18 ","3902CL2000","Items Less Than $5.0m (Missiles)","A","Weapon System Cost","18 ","Add","U",2012,"Total",1459,NA,NA,0,NA,NA
"61",2014,"2032A","Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","10","Support Equipment & Facilities","19 ","4662CA0100","Production Base Support","A","Weapon System Cost","19 ","Add","U",2012,"Total",5043,NA,NA,0,NA,NA
"62",2014,"2032A","Missile Procurement, Army","ARMY","20","Undistributed","99","Undistributed","20 ","FY2013CR","Adj to Match Continuing Resolution","A","Weapon System Cost","20 ","Add","U",2012,"Total",0,NA,NA,0,NA,NA
"63",2014,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","10","Tracked Combat Vehicles","1  ","7180G85100","Stryker Vehicle","A","Weapon System Cost","1  ","Add","U",2012,"Total",606894,NA,NA,100,NA,NA
"64",2014,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","2  ","0230GM0100","STRYKER (MOD)","A","Weapon System Cost","2  ","Add","U",2012,"Total",51497,NA,NA,0,NA,NA
"65",2014,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","3  ","1284GZ2300","Fist Vehicle (MOD)","A","Weapon System Cost","3  ","Add","U",2012,"Total",35082,NA,NA,0,NA,NA
"66",2014,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","4  ","1678GZ2400","Bradley Program (MOD)","A","Weapon System Cost","4  ","Add","U",2012,"Total",250710,NA,NA,0,NA,NA
"67",2014,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","5  ","2072GA0400","Howitzer, Med Sp Ft 155mm M109a6 (MOD)","A","Weapon System Cost","5  ","Add","U",2012,"Total",46876,NA,NA,0,NA,NA
"68",2014,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","6  ","2073GZ0410","Paladin Integrated Management (PIM)","A","Weapon System Cost","6  ","Add","U",2012,"Total",0,NA,NA,0,NA,NA
"69",2014,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","7  ","3700GA0570","Improved Recovery Vehicle (M88A2 Hercules)","A","Weapon System Cost","7  ","Add","U",2012,"Total",7452,NA,NA,0,NA,NA
"70",2014,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","8  ","4520GZ3250","Assault Bridge (Mod)","A","Weapon System Cost","8  ","Add","U",2012,"Total",0,NA,NA,0,NA,NA
"71",2014,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","9  ","4872G82925","Assault Breacher Vehicle","A","Weapon System Cost","9  ","Add","U",2012,"Total",97004,NA,NA,26,NA,NA
"72",2014,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","10 ","5129G80571","M88 FOV MODS","A","Weapon System Cost","10 ","Add","U",2012,"Total",32483,NA,NA,0,NA,NA
"73",2014,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","11 ","5225GZ3001","Joint Assault Bridge","A","Weapon System Cost","11 ","Add","U",2012,"Total",0,NA,NA,0,NA,NA
"74",2014,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","12 ","6406GA0700","M1 Abrams Tank (MOD)","A","Weapon System Cost","12 ","Add","U",2012,"Total",131098,NA,NA,0,NA,NA
"75",2014,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","13 ","6500GA0750","Abrams Upgrade Program","A","Weapon System Cost","13 ","Add","U",2012,"Total",436329,NA,NA,67,NA,NA
"76",2014,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","30","Support Equipment & Facilities","14 ","5960GA0050","Production Base Support (TCV-WTCV)","A","Weapon System Cost","14 ","Add","U",2012,"Total",1073,NA,NA,0,NA,NA
"77",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","15 ","1696G16101","Integrated Air Burst Weapon System Family","A","Weapon System Cost","15 ","Add","U",2012,"Total",0,NA,NA,0,NA,NA
"78",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","16 ","5000GB2000","Machine Gun, Cal .50 M2 Roll","A","Weapon System Cost","16 ","Add","U",2012,"Total",31102,NA,NA,0,NA,NA
"79",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","17 ","5237G12800","Lightweight .50 Caliber Machine Gun","A","Weapon System Cost","17 ","Add","U",2012,"Total",0,NA,NA,0,NA,NA
"80",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","18 ","6580G02200","Mortar Systems","A","Weapon System Cost","18 ","Add","U",2012,"Total",10177,NA,NA,70,NA,NA
"81",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","19 ","8181G01501","XM320 Grenade Launcher Module (GLM)","A","Weapon System Cost","19 ","Add","U",2012,"Total",12055,NA,NA,2954,NA,NA
"82",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","20 ","8198G14904","M4 Carbine","A","Weapon System Cost","20 ","Add","U",2012,"Total",4700,NA,NA,2264,NA,NA
"83",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","21 ","8201G13501","Carbine","A","Weapon System Cost","21 ","Add","U",2012,"Total",0,NA,NA,0,NA,NA
"84",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","22 ","8262G18300","Shotgun, Modular Accessory System (MASS)","A","Weapon System Cost","22 ","Add","U",2012,"Total",6707,NA,NA,1891,NA,NA
"85",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","23 ","8310G04700","Common Remotely Operated Weapons Station","A","Weapon System Cost","23 ","Add","U",2012,"Total",14890,NA,NA,0,NA,NA
"86",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","24 ","8635G15325","Handgun","A","Weapon System Cost","24 ","Add","U",2012,"Total",0,NA,NA,0,NA,NA
"87",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","25 ","9582G01700","Howitzer Lt Wt 155mm (T)","A","Weapon System Cost","25 ","Add","U",2012,"Total",13066,NA,NA,0,NA,NA
"88",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","26 ","3005GZ1700","M777 Mods","A","Weapon System Cost","26 ","Add","U",2012,"Total",0,NA,NA,0,NA,NA
"89",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","27 ","3010GB3007","M4 Carbine Mods","A","Weapon System Cost","27 ","Add","U",2012,"Total",41892,NA,NA,0,NA,NA
"90",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","28 ","3015GB4000","M2 50 Cal Machine Gun Mods","A","Weapon System Cost","28 ","Add","U",2012,"Total",48856,NA,NA,0,NA,NA
"91",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","29 ","3020GZ1290","M249 Saw Machine Gun Mods","A","Weapon System Cost","29 ","Add","U",2012,"Total",8480,NA,NA,0,NA,NA
"92",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","30 ","3030GZ1300","M240 Medium Machine Gun Mods","A","Weapon System Cost","30 ","Add","U",2012,"Total",15718,NA,NA,0,NA,NA
"93",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","31 ","3181GZ1500","Sniper Rifles Modifications","A","Weapon System Cost","31 ","Add","U",2012,"Total",1994,NA,NA,0,NA,NA
"94",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","32 ","3640GC0401","M119 Modifications","A","Weapon System Cost","32 ","Add","U",2012,"Total",38701,NA,NA,0,NA,NA
"95",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","33 ","6456GZ2800","M16 Rifle Mods","A","Weapon System Cost","33 ","Add","U",2012,"Total",3476,NA,NA,0,NA,NA
"96",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","34 ","9280GC0925","Modifications Less Than $5.0m (WOCV-WTCV)","A","Weapon System Cost","34 ","Add","U",2012,"Total",2973,NA,NA,0,NA,NA
"97",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","30","Support Equipment & Facilities","35 ","1862GL3200","Items Less Than $5.0m (WOCV-WTCV)","A","Weapon System Cost","35 ","Add","U",2012,"Total",0,NA,NA,0,NA,NA
"98",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","30","Support Equipment & Facilities","36 ","3270GC0050","Production Base Support (WOCV-WTCV)","A","Weapon System Cost","36 ","Add","U",2012,"Total",10160,NA,NA,0,NA,NA
"99",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","30","Support Equipment & Facilities","37 ","3400GC0075","Industrial Preparedness","A","Weapon System Cost","37 ","Add","U",2012,"Total",424,NA,NA,0,NA,NA
"100",2014,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","30","Support Equipment & Facilities","38 ","4010GC0076","Small Arms Equipment (Soldier Enh Prog)","A","Weapon System Cost","38 ","Add","U",2012,"Total",2453,NA,NA,0,NA,NA
"101",2014,"2033A","Procurement of W&TCV, Army","ARMY","03","Spare and Repair Parts","10","Spares","39 ","4540GE0150","Spares and Repair Parts (WTCV)","A","Weapon System Cost","39 ","Add","U",2012,"Total",106843,NA,NA,0,NA,NA
"102",2014,"2033A","Procurement of W&TCV, Army","ARMY","20","Undistributed","99","Undistributed","40 ","FY2013CR","Adj to Match Continuing Resolution","A","Weapon System Cost","40 ","Add","U",2012,"Total",0,NA,NA,0,NA,NA
"103",2014,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","30","Small/Medium Cal Ammunition","1  ","0001E03000","Cartridge Cal .30 Blank M1909 All Types","A","Weapon System Cost","1  ","Add","U",2012,"Total",2998,NA,NA,0,NA,NA
"104",2014,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","30","Small/Medium Cal Ammunition","2  ","0132E00700","Ctg, 5.56mm, All Types","A","Weapon System Cost","2  ","Add","U",2012,"Total",160959,NA,NA,0,NA,NA
"105",2014,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","30","Small/Medium Cal Ammunition","3  ","0612E02000","CTG, 7.62mm, All Types","A","Weapon System Cost","3  ","Add","U",2012,"Total",83730,NA,NA,0,NA,NA
"106",2014,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","30","Small/Medium Cal Ammunition","4  ","1450EA3000","CTG, Handgun, All Types","A","Weapon System Cost","4  ","Add","U",2012,"Total",8273,NA,NA,0,NA,NA
"107",2014,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","30","Small/Medium Cal Ammunition","5  ","1722E08000","CTG, .50 Cal, All Types","A","Weapon System Cost","5  ","Add","U",2012,"Total",125775,NA,NA,0,NA,NA
"108",2014,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","30","Small/Medium Cal Ammunition","6  ","2382E08900","CTG, 20mm, All Types","A","Weapon System Cost","6  ","Add","U",2012,"Total",0,NA,NA,0,NA,NA
"109",2014,"2034A","Procurement of Ammunition, Army","ARMY","01","Ammunition","30","Small/Medium Cal Ammunition","7  ","2650E08200","CTG, 25mm, All Types","A","Weapon System Cost","7  ","Add","U",2012,"Total",7371,NA,NA,0,NA,NA
