"","SourceFiscalYear","AccountDSI","Account","MilDeptDW","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","ConstructionProject","ConstructionProjectTitle","Classified","FiscalYear","BudgetMetric","OriginType","ActualTotal","EnactedTotal","PBtype"
"29",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","Enlisted Personnel Unaccompanied Personnel Housing","U.S. Military Academy","13079933","Cadet Barracks","U","2013","AuthAmount","Total",192000,NA,NA
"30",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Training Facilities Other Than Buildings","Fort Bragg","13055121","Aerial Gunnery Range","U","2013","AuthAmount","Total",42000,NA,NA
"31",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","Airfield Operational Buildings","Fort Bragg","13080112","Unmanned Aerial Vehicle Complex","U","2013","AuthAmount","Total",26000,NA,NA
"32",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Training Ranges","Fort Sill","13067037","Modified Record Fire Range","U","2013","AuthAmount","Total",4900,NA,NA
"33",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","Enlisted Personnel Unaccompanied Personnel Housing","Fort Jackson","13058970","Trainee Barracks Complex 2, Ph 2","U","2013","AuthAmount","Total",24000,NA,NA
"34",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Aircraft Maintenance Facilities","Corpus Christi","13045116","Aircraft Component Maintenance Shop","U","2013","AuthAmount","Total",13200,NA,NA
"35",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Aircraft Maintenance Facilities","Corpus Christi","13055460","Aircraft Paint Shop","U","2013","AuthAmount","Total",24000,NA,NA
"36",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Training Ranges","Fort Bliss","13066911","Multipurpose Machine Gun Range","U","2013","AuthAmount","Total",7200,NA,NA
"37",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Training Ranges","Fort Hood, Texas","13067020","Modified Record Fire Range","U","2013","AuthAmount","Total",4200,NA,NA
"38",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Airfield Operational Buildings","Fort Hood, Texas","13071120","Training Aids Center","U","2013","AuthAmount","Total",25000,NA,NA
"39",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Tank and Automotive Maintenance Facilities","Fort Hood, Texas","13080113","Unmanned Aerial Vehicle Complex","U","2013","AuthAmount","Total",22000,NA,NA
"40",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","TX","TEXAS","Enlisted Personnel Unaccompanied Personnel Housing","Joint Base San Antonio","13068530","Barracks","U","2013","AuthAmount","Total",21000,NA,NA
"41",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Airfield Operational Buildings","Fort Belvoir","13058849","Secure Admin/Operations Facility","U","2013","AuthAmount","Total",94000,NA,NA
"42",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","VA","VIRGINIA","Enlisted Personnel Unaccompanied Personnel Housing","Fort Lee","13033771","Adv Individual Training Barracks Cplx, Ph2","U","2013","AuthAmount","Total",81000,NA,NA
"43",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Impact, Maneuver, and Training Areas","Yakima","13067545","Convoy Live Fire Range","U","2013","AuthAmount","Total",5100,NA,NA
"44",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Enlisted Personnel Unaccompanied Personnel Housing","Joint Base Lewis-Mcchord","13064456","Battalion Complex","U","2013","AuthAmount","Total",73000,NA,NA
"45",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Sewage & Industrial Waste Treatment & Disposal","Joint Base Lewis-Mcchord","13075165","Waste Water Treatment Plant","U","2013","AuthAmount","Total",91000,NA,NA
"46",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","IT","ITALY","Enlisted Personnel Unaccompanied Personnel Housing","Camp Ederle","13071911","Barracks","U","2013","AuthAmount","Total",36000,NA,NA
"47",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","IT","ITALY","Simulation Facilities","Vicenza","13064079","Simulations Center","U","2013","AuthAmount","Total",32000,NA,NA
"48",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","JA","JAPAN","Communication Buildings","Okinawa","13062783","Satellite Communications Facility","U","2013","AuthAmount","Total",78000,NA,NA
"49",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","JA","JAPAN","Tank and Automotive Maintenance Facilities","Sagami","13062663","Vehicle Maintenance Shop","U","2013","AuthAmount","Total",18000,NA,NA
"50",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","KR","KOREA","Airfield Operational Buildings","Camp Humphreys","13076196","Battalion Headquarters Complex","U","2013","AuthAmount","Total",45000,NA,NA
"51",2015,"2050A","2050","A","MILCON, Army","ARMY","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Other Operational","Unspecified Worldwide Locations","13888502","Foreign Currency Fluctuation Account","U","2013","AuthAmount","Total",0,NA,NA
"52",2015,"2050A","2050","A","MILCON, Army","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","13066748","Minor Construction FY 13","U","2013","AuthAmount","Total",0,NA,NA
"53",2015,"2050A","2050","A","MILCON, Army","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Host Nation Support (P&D)","Unspecified Worldwide Locations","13066744","Host Nation Support FY 13","U","2013","AuthAmount","Total",0,NA,NA
"54",2015,"2050A","2050","A","MILCON, Army","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","13066746","Planning and Design FY13","U","2013","AuthAmount","Total",0,NA,NA
"55",2015,"051001A","051001","A","BRAC - Army","ARMY","02","BASE CLOSURE II","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure, Army","04900001","Base Realignment & Closure","U","2013","AuthAmount","Total",0,NA,NA
"56",2015,"051001A","051001","A","BRAC - Army","ARMY","03","BASE CLOSURE III","ZU","WORLDWIDE UNSPECIFIED","Base Realignment & Closure Account IV","Base Realignment & Closure, Army","04900002","Base Realignment & Closure","U","2013","AuthAmount","Total",0,NA,NA
"57",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","AL","ALABAMA","Training Ranges","Fort Mc Clellan","13010278","Live Fire Shoot House","U","2013","AuthAmount","Total",5400,NA,NA
"58",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","AR","ARKANSAS","Tank and Automotive Maintenance Facilities","Searcy","13050139","Field Maintenance Shop","U","2013","AuthAmount","Total",6800,NA,NA
"59",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Tank and Automotive Maintenance Facilities","Fort Irwin","13060413","Maneuver Area Training & Equipment Site Ph3","U","2013","AuthAmount","Total",25000,NA,NA
"60",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","CT","CONNECTICUT","Tank and Automotive Maintenance Facilities","Camp Hartell","13090043","Combined Support Maintenance Shop","U","2013","AuthAmount","Total",32000,NA,NA
"61",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","DE","DELAWARE","Training Buildings","Bethany Beach","13100010","Regional Training Institute Ph1","U","2013","AuthAmount","Total",5500,NA,NA
"62",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","Training Facilities Other Than Buildings","Camp Blanding","13120192","Combined Arms Collective Training Fac","U","2013","AuthAmount","Total",9000,NA,NA
"63",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","FL","FLORIDA","Training Buildings","Miramar","13120102","Readiness Center","U","2013","AuthAmount","Total",20000,NA,NA
"64",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","HI","HAWAII","Aircraft Maintenance Facilities","Kapolei","13150023","Army Aviation Support Facility Ph1","U","2013","AuthAmount","Total",28000,NA,NA
"65",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","ID","IDAHO","Enlisted Personnel Unaccompanied Personnel Housing","Orchard Trainig Area","13160100","ORTC(Barracks)Ph2","U","2013","AuthAmount","Total",40000,NA,NA
"66",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Training Buildings","South Bend","13180144","Armed Forces Reserve Center Add/Alt","U","2013","AuthAmount","Total",21000,NA,NA
"67",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IN","INDIANA","Tank and Automotive Maintenance Facilities","Terre Haute","13180106","Field Maintenance Shop","U","2013","AuthAmount","Total",9000,NA,NA
"68",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","IA","IOWA","Training Ranges","Camp Dodge","13190142","Urban Assault Course","U","2013","AuthAmount","Total",3000,NA,NA
"69",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","KS","KANSAS","Aircraft Maintenance Facilities","Topeka","13200102","Taxiway, Ramp & Hangar Alterations","U","2013","AuthAmount","Total",9500,NA,NA
"70",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","KY","KENTUCKY","Aircraft Maintenance Facilities","Frankfort","13210001","Army Aviation Support Facility","U","2013","AuthAmount","Total",32000,NA,NA
"71",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MA","MASSACHUSETTS","Tank and Automotive Maintenance Facilities","Camp Edwards","13250065","Unit Training Equipment Site","U","2013","AuthAmount","Total",22000,NA,NA
"72",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MN","MINNESOTA","Training Buildings","Arden Hills","13270238","Readiness Center","U","2013","AuthAmount","Total",17000,NA,NA
"73",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MN","MINNESOTA","Training Ranges","Camp Ripley","13270236","Scout Reconnaisance Range","U","2013","AuthAmount","Total",17000,NA,NA
"74",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","Training Buildings","Fort Leonard Wood","13290176","Regional Training Institute","U","2013","AuthAmount","Total",18000,NA,NA
"75",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","Training Buildings","Kansas City","13290215","Readiness Center Add/Alt","U","2013","AuthAmount","Total",1900,NA,NA
"76",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","Training Buildings","Monett","13290216","Readiness Center Add/Alt","U","2013","AuthAmount","Total",820,NA,NA
"77",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MO","MISSOURI","Training Buildings","Perryville","13290217","Readiness Center Add/Alt","U","2013","AuthAmount","Total",700,NA,NA
"78",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","MT","MONTANA","Training Buildings","Miles City","13300032","Readiness Center","U","2013","AuthAmount","Total",11000,NA,NA
"79",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Training Buildings","Sea Girt","13340110","Regional Training Institute","U","2013","AuthAmount","Total",34000,NA,NA
"80",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Tank and Automotive Maintenance Facilities","Sea Girt","13340124","National Guard Field Maintenance Shop","U","2013","AuthAmount","Total",3390,NA,NA
"81",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Dispensaries & Clinics","Sea Girt","13340126","Troop Dispensary/ Health Clinic","U","2013","AuthAmount","Total",4842,NA,NA
"82",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Installation, Repair & Operation Maint Fac.","Sea Girt","13340127","Engineering/Housing Maintenance Shop","U","2013","AuthAmount","Total",3632,NA,NA
"83",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Training Buildings","Sea Girt","13340128","General Instruction Building","U","2013","AuthAmount","Total",5036,NA,NA
"84",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Electric Power Source","Sea Girt","13340129","Standby Generator","U","2013","AuthAmount","Total",1937,NA,NA
"85",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Communication Lines","Sea Girt","13340130","Communication Lines, Underground","U","2013","AuthAmount","Total",2228,NA,NA
"86",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","NY","NEW YORK","Tank and Automotive Maintenance Facilities","Stormville","13360139","Combined Support Maint Shop Ph1","U","2013","AuthAmount","Total",24000,NA,NA
"87",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","OH","OHIO","Tank and Automotive Maintenance Facilities","Chillicothe","13390256","Field Maintenance Shop Add/Alt","U","2013","AuthAmount","Total",3100,NA,NA
"88",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","OH","OHIO","Training Buildings","Delaware","13390230","Readiness Center","U","2013","AuthAmount","Total",12000,NA,NA
"89",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","Training Buildings","Camp Gruber","13400066","Operations Readiness Training Complex","U","2013","AuthAmount","Total",25000,NA,NA
"90",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","UT","UTAH","Enlisted Personnel Unaccompanied Personnel Housing","Camp Williams","13490076","BEQ Facility (Regional Training Institute)","U","2013","AuthAmount","Total",15000,NA,NA
"91",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","UT","UTAH","Enlisted Personnel Unaccompanied Personnel Housing","Camp Williams","13490444","Regional Training Institute Ph2","U","2013","AuthAmount","Total",21000,NA,NA
"92",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Training Buildings","Fort Lewis","13530015","Readiness Center","U","2013","AuthAmount","Total",35000,NA,NA
"93",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","WV","WEST VIRGINIA","Training Buildings","Logan","13540075","Readiness Center","U","2013","AuthAmount","Total",14200,NA,NA
"94",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","WI","WISCONSIN","Tank and Automotive Maintenance Facilities","Wausau","13550142","Field Maintenance Shop","U","2013","AuthAmount","Total",10000,NA,NA
"95",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","GU","GUAM","Training Buildings","Barrigada","13140040","JFHQ Ph4","U","2013","AuthAmount","Total",8500,NA,NA
"96",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","PR","PUERTO RICO","Training Buildings","Camp Santiago","13430806","Readiness Center","U","2013","AuthAmount","Total",3800,NA,NA
"97",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","PR","PUERTO RICO","Airfield Operational Buildings","Ceiba","13430804","Refill Station Building","U","2013","AuthAmount","Total",2200,NA,NA
"98",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","PR","PUERTO RICO","Training Buildings","Guaynabo","13430081","Readiness Center (JFHQ)","U","2013","AuthAmount","Total",15000,NA,NA
"99",2015,"2085A","2085","A","MILCON, ARNG","ARMY","01","MAJOR CONSTRUCTION","PR","PUERTO RICO","Training Buildings","Gurabo","13430803","Readiness Center","U","2013","AuthAmount","Total",14700,NA,NA
"100",2015,"2085A","2085","A","MILCON, ARNG","ARMY","02","MINOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","Milcon Unspecified Minor Construction","Unspecified Worldwide Locations","13990022","Unspecified Minor Construction","U","2013","AuthAmount","Total",0,NA,NA
"101",2015,"2085A","2085","A","MILCON, ARNG","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","02990033","Planning & Design","U","2013","AuthAmount","Total",2485,NA,NA
"102",2015,"2085A","2085","A","MILCON, ARNG","ARMY","03","Planning & Design","ZU","WORLDWIDE UNSPECIFIED","Milcon Planning & Design","Unspecified Worldwide Locations","13990033","Planning and Design","U","2013","AuthAmount","Total",0,NA,NA
"103",2015,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Training Buildings","Fort Hunter Liggett","13071482","ORTC","U","2013","AuthAmount","Total",64000,NA,NA
"104",2015,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Enlisted Personnel Unaccompanied Personnel Housing","Fort Hunter Liggett","13072160","UPH Barracks","U","2013","AuthAmount","Total",4300,NA,NA
"105",2015,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","Training Buildings","Tustin","13067652","Army Reserve Center","U","2013","AuthAmount","Total",27000,NA,NA
"106",2015,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","IL","ILLINOIS","Training Buildings","Fort Sheridan","13067659","Army Reserve Center","U","2013","AuthAmount","Total",28000,NA,NA
"107",2015,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","Training Buildings","Aberdeen Proving Ground","13067705","Army Reserve Center","U","2013","AuthAmount","Total",21000,NA,NA
"108",2015,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","MD","MARYLAND","Training Buildings","Baltimore","13068077","Add/Alt Army Reserve Center","U","2013","AuthAmount","Total",10000,NA,NA
"109",2015,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","MA","MASSACHUSETTS","Training Ranges","Devens Reserve Forces Training Area","13067725","Automatic Record Fire Range","U","2013","AuthAmount","Total",4800,NA,NA
"110",2015,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","MA","MASSACHUSETTS","Training Ranges","Devens Reserve Forces Training Area","13071721","Combat Pistol/MP Firearms Qualification","U","2013","AuthAmount","Total",3700,NA,NA
"111",2015,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","NV","NEVADA","Training Buildings","Las Vegas","13067660","Army Reserve Center/AMSA","U","2013","AuthAmount","Total",21000,NA,NA
"112",2015,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","Training Ranges","Joint Base Mcguire-Dix-Lakehurst","13071720","Automated Infantry Squad Battle Course","U","2013","AuthAmount","Total",7400,NA,NA
"113",2015,"2086A","2086","A","MILCON, Army R","ARMY","01","MAJOR CONSTRUCTION","WA","WASHINGTON","Training Buildings","Joint Base Lewis-Mcchord","13067715","Army Reserve Center","U","2013","AuthAmount","Total",40000,NA,NA
