"","SourceFiscalYear","AccountDSI","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","BSA","BSAtitle","LineNumber","LineItem","LineItemTitle","CostType","CostTypeTitle","LineNumber","AddOrNonAdd","Classified","FiscalYear","OriginType","ActualTotal","EnactedTotal","EnactedTotalQuantity","EnactedType","PBtotal","PBtype","QuantActualTotal","QuantEnactedType","QuantPBtotal","QuantPBtype"
"44",2015,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","10","Surface-to-Air Missile System","3  ","8260C53101","MSE Missile","A","Weapon System Cost","3  ","Add","U",2013,"Total",8249,NA,NA,NA,NA,NA,0,NA,NA,NA
"45",2015,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","20","Air-To-Surface Missile System","4  ","1338C70000","Hellfire Sys Summary","A","Weapon System Cost","4  ","Add","U",2013,"Total",25946,NA,NA,NA,NA,NA,133,NA,NA,NA
"46",2015,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","5  ","0648CC0007","Javelin (Aaws-M) System Summary","A","Weapon System Cost","5  ","Add","U",2013,"Total",75231,NA,NA,NA,NA,NA,307,NA,NA,NA
"47",2015,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","6  ","2104C59300","Tow 2 System Summary","A","Weapon System Cost","6  ","Add","U",2013,"Total",58590,NA,NA,NA,NA,NA,1403,NA,NA,NA
"48",2015,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","6  ","2104C59300","Tow 2 System Summary","B","Less: Advance Procurement (PY)","6  ","Add","U",2013,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"49",2015,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","7  ","2104C59300","Tow 2 System Summary","C","Advance Procurement (CY)","7  ","Add","U",2013,"Total",19901,NA,NA,NA,NA,NA,0,NA,NA,NA
"50",2015,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","8  ","6005C64400","Guided MLRS Rocket (GMLRS)","A","Weapon System Cost","8  ","Add","U",2013,"Total",214288,NA,NA,NA,NA,NA,1608,NA,NA,NA
"51",2015,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","9  ","6060C65405","MLRS Reduced Range Practice Rockets (RRPR)","A","Weapon System Cost","9  ","Add","U",2013,"Total",16048,NA,NA,NA,NA,NA,11210,NA,NA,NA
"52",2015,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","10 ","6200C02901","High Mobility Artillery Rocket System","A","Weapon System Cost","10 ","Add","U",2013,"Total",12035,NA,NA,NA,NA,NA,12,NA,NA,NA
"53",2015,"2032A","Missile Procurement, Army","ARMY","02","Other Missiles","30","Anti-Tank/Assault Missile Sys","11 ","6472C98510","Army Tactical Msl Sys (Atacms) - Sys Sum","A","Weapon System Cost","11 ","Add","U",2013,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"54",2015,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","12 ","0962C50700","Patriot Mods","A","Weapon System Cost","12 ","Add","U",2013,"Total",138614,NA,NA,NA,NA,NA,0,NA,NA,NA
"55",2015,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","13 ","2684C20000","Stinger Mods","A","Weapon System Cost","13 ","Add","U",2013,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"56",2015,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","14 ","2690CE8710","Avenger Mods","A","Weapon System Cost","14 ","Add","U",2013,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"57",2015,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","15 ","3972C61700","Itas/Tow Mods","A","Weapon System Cost","15 ","Add","U",2013,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"58",2015,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","16 ","6552C67500","MLRS Mods","A","Weapon System Cost","16 ","Add","U",2013,"Total",2361,NA,NA,NA,NA,NA,0,NA,NA,NA
"59",2015,"2032A","Missile Procurement, Army","ARMY","03","Modification of Missiles","10","Modifications","17 ","6580C67501","Himars Modifications","A","Weapon System Cost","17 ","Add","U",2013,"Total",5787,NA,NA,NA,NA,NA,0,NA,NA,NA
"60",2015,"2032A","Missile Procurement, Army","ARMY","04","Spares and Repair Parts","10","Spares and Repair Parts","18 ","1242CA0250","Spares and Repair Parts","A","Weapon System Cost","18 ","Add","U",2013,"Total",7297,NA,NA,NA,NA,NA,0,NA,NA,NA
"61",2015,"2032A","Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","10","Support Equipment & Facilities","19 ","1242C93000","Air Defense Targets","A","Weapon System Cost","19 ","Add","U",2013,"Total",3584,NA,NA,NA,NA,NA,0,NA,NA,NA
"62",2015,"2032A","Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","10","Support Equipment & Facilities","20 ","3902CL2000","Items Less Than $5.0m (Missiles)","A","Weapon System Cost","20 ","Add","U",2013,"Total",1443,NA,NA,NA,NA,NA,0,NA,NA,NA
"63",2015,"2032A","Missile Procurement, Army","ARMY","05","Support Equipment and Facilities","10","Support Equipment & Facilities","21 ","4662CA0100","Production Base Support","A","Weapon System Cost","21 ","Add","U",2013,"Total",4824,NA,NA,NA,NA,NA,0,NA,NA,NA
"64",2015,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","10","Tracked Combat Vehicles","1  ","7180G85100","Stryker Vehicle","A","Weapon System Cost","1  ","Add","U",2013,"Total",242439,NA,NA,NA,NA,NA,0,NA,NA,NA
"65",2015,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","2  ","0230GM0100","STRYKER (MOD)","A","Weapon System Cost","2  ","Add","U",2013,"Total",60801,NA,NA,NA,NA,NA,0,NA,NA,NA
"66",2015,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","3  ","1284GZ2300","Fist Vehicle (MOD)","A","Weapon System Cost","3  ","Add","U",2013,"Total",52331,NA,NA,NA,NA,NA,0,NA,NA,NA
"67",2015,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","4  ","1678GZ2400","Bradley Program (MOD)","A","Weapon System Cost","4  ","Add","U",2013,"Total",266730,NA,NA,NA,NA,NA,0,NA,NA,NA
"68",2015,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","5  ","2072GA0400","Howitzer, Med Sp Ft 155mm M109a6 (MOD)","A","Weapon System Cost","5  ","Add","U",2013,"Total",8630,NA,NA,NA,NA,NA,0,NA,NA,NA
"69",2015,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","6  ","2073GZ0410","Paladin Integrated Management (PIM)","A","Weapon System Cost","6  ","Add","U",2013,"Total",188633,NA,NA,NA,NA,NA,9,NA,NA,NA
"70",2015,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","7  ","3700GA0570","Improved Recovery Vehicle (M88A2 Hercules)","A","Weapon System Cost","7  ","Add","U",2013,"Total",169685,NA,NA,NA,NA,NA,49,NA,NA,NA
"71",2015,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","8  ","4520GZ3250","Assault Bridge (Mod)","A","Weapon System Cost","8  ","Add","U",2013,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"72",2015,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","9  ","4872G82925","Assault Breacher Vehicle","A","Weapon System Cost","9  ","Add","U",2013,"Total",18948,NA,NA,NA,NA,NA,3,NA,NA,NA
"73",2015,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","10 ","5129G80571","M88 FOV MODS","A","Weapon System Cost","10 ","Add","U",2013,"Total",29891,NA,NA,NA,NA,NA,0,NA,NA,NA
"74",2015,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","11 ","5225GZ3001","Joint Assault Bridge","A","Weapon System Cost","11 ","Add","U",2013,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"75",2015,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","12 ","6406GA0700","M1 Abrams Tank (MOD)","A","Weapon System Cost","12 ","Add","U",2013,"Total",128920,NA,NA,NA,NA,NA,0,NA,NA,NA
"76",2015,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","20","Modification of Tracked Combat Vehicles","13 ","6500GA0750","Abrams Upgrade Program","A","Weapon System Cost","13 ","Add","U",2013,"Total",241540,NA,NA,NA,NA,NA,12,NA,NA,NA
"77",2015,"2033A","Procurement of W&TCV, Army","ARMY","01","Tracked Combat Vehicles","30","Support Equipment & Facilities","14 ","5960GA0050","Production Base Support (TCV-WTCV)","A","Weapon System Cost","14 ","Add","U",2013,"Total",1035,NA,NA,NA,NA,NA,0,NA,NA,NA
"78",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","15 ","1696G16101","Integrated Air Burst Weapon System Family","A","Weapon System Cost","15 ","Add","U",2013,"Total",463,NA,NA,NA,NA,NA,0,NA,NA,NA
"79",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","16 ","6580G02200","Mortar Systems","A","Weapon System Cost","16 ","Add","U",2013,"Total",7332,NA,NA,NA,NA,NA,0,NA,NA,NA
"80",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","17 ","8181G01501","XM320 Grenade Launcher Module (GLM)","A","Weapon System Cost","17 ","Add","U",2013,"Total",14077,NA,NA,NA,NA,NA,5641,NA,NA,NA
"81",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","18 ","8194G01507","Compact Semi-Automatic Sniper System","A","Weapon System Cost","18 ","Add","U",2013,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"82",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","19 ","8201G13501","Carbine","A","Weapon System Cost","19 ","Add","U",2013,"Total",19469,NA,NA,NA,NA,NA,24000,NA,NA,NA
"83",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","20 ","8262G18300","Shotgun, Modular Accessory System (MASS)","A","Weapon System Cost","20 ","Add","U",2013,"Total",6589,NA,NA,NA,NA,NA,2103,NA,NA,NA
"84",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","21 ","8310G04700","Common Remotely Operated Weapons Station","A","Weapon System Cost","21 ","Add","U",2013,"Total",56650,NA,NA,NA,NA,NA,0,NA,NA,NA
"85",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","22 ","8635G15325","Handgun","A","Weapon System Cost","22 ","Add","U",2013,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"86",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","10","Weapons & Other Combat Vehicles","23 ","9582G01700","Howitzer Lt Wt 155mm (T)","A","Weapon System Cost","23 ","Add","U",2013,"Total",12581,NA,NA,NA,NA,NA,0,NA,NA,NA
"87",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","24 ","3005GZ1700","M777 Mods","A","Weapon System Cost","24 ","Add","U",2013,"Total",20860,NA,NA,NA,NA,NA,0,NA,NA,NA
"88",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","25 ","3010GB3007","M4 Carbine Mods","A","Weapon System Cost","25 ","Add","U",2013,"Total",27207,NA,NA,NA,NA,NA,0,NA,NA,NA
"89",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","26 ","3015GB4000","M2 50 Cal Machine Gun Mods","A","Weapon System Cost","26 ","Add","U",2013,"Total",39921,NA,NA,NA,NA,NA,0,NA,NA,NA
"90",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","27 ","3020GZ1290","M249 Saw Machine Gun Mods","A","Weapon System Cost","27 ","Add","U",2013,"Total",4989,NA,NA,NA,NA,NA,0,NA,NA,NA
"91",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","28 ","3030GZ1300","M240 Medium Machine Gun Mods","A","Weapon System Cost","28 ","Add","U",2013,"Total",6797,NA,NA,NA,NA,NA,0,NA,NA,NA
"92",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","29 ","3181GZ1500","Sniper Rifles Modifications","A","Weapon System Cost","29 ","Add","U",2013,"Total",14094,NA,NA,NA,NA,NA,0,NA,NA,NA
"93",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","30 ","3640GC0401","M119 Modifications","A","Weapon System Cost","30 ","Add","U",2013,"Total",22306,NA,NA,NA,NA,NA,0,NA,NA,NA
"94",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","31 ","6456GZ2800","M16 Rifle Mods","A","Weapon System Cost","31 ","Add","U",2013,"Total",2959,NA,NA,NA,NA,NA,0,NA,NA,NA
"95",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","32 ","7054G02100","Mortar Modification","A","Weapon System Cost","32 ","Add","U",2013,"Total",0,NA,NA,NA,NA,NA,0,NA,NA,NA
"96",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","20","Mod of Weapons and Other Combat Veh","33 ","9280GC0925","Modifications Less Than $5.0m (WOCV-WTCV)","A","Weapon System Cost","33 ","Add","U",2013,"Total",3068,NA,NA,NA,NA,NA,0,NA,NA,NA
"97",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","30","Support Equipment & Facilities","34 ","1862GL3200","Items Less Than $5.0m (WOCV-WTCV)","A","Weapon System Cost","34 ","Add","U",2013,"Total",2023,NA,NA,NA,NA,NA,0,NA,NA,NA
"98",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","30","Support Equipment & Facilities","35 ","3270GC0050","Production Base Support (WOCV-WTCV)","A","Weapon System Cost","35 ","Add","U",2013,"Total",9232,NA,NA,NA,NA,NA,0,NA,NA,NA
"99",2015,"2033A","Procurement of W&TCV, Army","ARMY","02","Weapons and Other Combat Vehicles","30","Support Equipment & Facilities","36 ","3400GC0075","Industrial Preparedness","A","Weapon System Cost","36 ","Add","U",2013,"Total",404,NA,NA,NA,NA,NA,0,NA,NA,NA
