"","SourceFiscalYear","FiscalYear","OriginType","AccountDSI","EnactedTotal","EnactedType"
"157",2016,2015,"OCO","0130D",0,300531
"158",2016,2015,"OCO","0134D",0,0
"159",2016,2015,"OCO","0145D",0,1300000
"160",2016,2015,"OCO","0300D",0,534772
"161",2016,2015,"OCO","0303D",0,0
"162",2016,2015,"OCO","0350D",0,2400000
"163",2016,2015,"OCO","0360D",0,0
"164",2016,2015,"OCO","0390D",0,0
"165",2016,2015,"OCO","0400D",0,269647
"166",2016,2015,"OCO","0460D",0,0
"167",2016,2015,"OCO","0513N",0,0
"168",2016,2015,"OCO","0810A",0,0
"169",2016,2015,"OCO","0810D",0,0
"170",2016,2015,"OCO","0810F",0,0
"171",2016,2015,"OCO","0810N",0,0
"172",2016,2015,"OCO","0811D",0,0
"173",2016,2015,"OCO","0819D",0,0
"174",2016,2015,"OCO","0838D",0,0
"175",2016,2015,"OCO","1106N",0,1850984
"176",2016,2015,"OCO","1107N",0,10540
"177",2016,2015,"OCO","1109N",0,131178
"178",2016,2015,"OCO","1236N",0,0
"179",2016,2015,"OCO","1319N",0,36020
"180",2016,2015,"OCO","1506N",0,486718
"181",2016,2015,"OCO","1507N",0,133570
"182",2016,2015,"OCO","1508N",0,309038
"183",2016,2015,"OCO","1611N",0,0
"184",2016,2015,"OCO","1804N",0,6253819
"185",2016,2015,"OCO","1806N",0,45876
"186",2016,2015,"OCO","1810N",0,247420
"187",2016,2015,"OCO","2020A",0,18358656
"188",2016,2015,"OCO","2031A",0,392400
"189",2016,2015,"OCO","2032A",0,64272
"190",2016,2015,"OCO","2033A",0,10000
"191",2016,2015,"OCO","2034A",0,281810
"192",2016,2015,"OCO","2035A",0,1547166
"193",2016,2015,"OCO","2040A",0,2000
"194",2016,2015,"OCO","2065A",0,77661
"195",2016,2015,"OCO","2080A",0,41532
"196",2016,2015,"OCO","2091A",0,4109333
"197",2016,2015,"OCO","2093A",0,888928
"198",2016,2015,"OCO","2096A",0,0
"199",2016,2015,"OCO","2097A",0,1618000
"200",2016,2015,"OCO","2098A",0,0
"201",2016,2015,"OCO","3010F",0,962038
"202",2016,2015,"OCO","3011F",0,439570
"203",2016,2015,"OCO","3020F",0,272378
"204",2016,2015,"OCO","3021F",0,0
"205",2016,2015,"OCO","3080F",0,7215052
"206",2016,2015,"OCO","3400F",0,10076383
"207",2016,2015,"OCO","3600F",0,14706
"208",2016,2015,"OCO","3740F",0,77794
"209",2016,2015,"OCO","3840F",0,22600
"210",2016,2015,"OCO","4557N",0,0
"211",2016,2015,"OCO","493001A",0,0
"212",2016,2015,"OCO","493003F",0,5000
"213",2016,2015,"OCO","493004D",0,0
"214",2016,2015,"OCO","493005D",0,86350
"215",2016,2015,"OCO","5185N",0,0
"216",2016,2015,"OCO","5188D",0,0
"217",2016,2015,"OCO","5189D",0,0
"218",2016,2015,"OCO","5751D",0,0
"219",2016,2015,"OCO","Unlabeled",0,867560
"220",2016,2015,"Total","",0,0
"221",2016,2015,"Total","*  $95M for Ebola Response and Preparedness included in this total.",0,0
"222",2016,2015,"Total","* $17M for Ebola Response and Preparedness included in this total.",0,0
"223",2016,2015,"Total","* Defense Health Program - $135.4M for transfer to the Veteran’s Administration included in this total.",0,0
"224",2016,2015,"Total","0100D",38312430,0
"225",2016,2015,"Total","0104D",13723,0
"226",2016,2015,"Total","0105D",1155687,0
"227",2016,2015,"Total","0107D",323853,0
"228",2016,2015,"Total","0111D",83034,0
"229",2016,2015,"Total","0114D",175000,0
"230",2016,2015,"Total","0130D",34082064,0
"231",2016,2015,"Total","0134D",365108,0
"232",2016,2015,"Total","0145D",1300000,0
"233",2016,2015,"Total","0300D",9392642,0
"234",2016,2015,"Total","0303D",0,0
"235",2016,2015,"Total","0350D",2400000,0
"236",2016,2015,"Total","0360D",103276,0
"237",2016,2015,"Total","0390D",2200449,0
"238",2016,2015,"Total","0400D",17486872,0
"239",2016,2015,"Total","0460D",208711,0
"240",2016,2015,"Total","0513N",540000,0
"241",2016,2015,"Total","0810A",201560,0
"242",2016,2015,"Total","0810D",8547,0
"243",2016,2015,"Total","0810F",408716,0
"244",2016,2015,"Total","0810N",277294,0
"245",2016,2015,"Total","0811D",250853,0
"246",2016,2015,"Total","0819D",103000,0
"247",2016,2015,"Total","0838D",10000,0
"248",2016,2015,"Total","1106N",7451938,0
"249",2016,2015,"Total","1107N",281386,0
"250",2016,2015,"Total","1109N",2001596,0
"251",2016,2015,"Total","1236N",0,0
"252",2016,2015,"Total","1319N",15990624,0
"253",2016,2015,"Total","1506N",30002788,0
"254",2016,2015,"Total","1507N",6408084,0
"255",2016,2015,"Total","1508N",1657238,0
"256",2016,2015,"Total","1611N",32287520,0
"257",2016,2015,"Total","1804N",43805865,0
"258",2016,2015,"Total","1806N",1067076,0
"259",2016,2015,"Total","1810N",11940536,0
"260",2016,2015,"Total","2020A",50111405,0
"261",2016,2015,"Total","2031A",10824850,0
"262",2016,2015,"Total","2032A",2481656,0
"263",2016,2015,"Total","2033A",3454272,0
"264",2016,2015,"Total","2034A",2312764,0
"265",2016,2015,"Total","2035A",11042212,0
"266",2016,2015,"Total","2040A",6675146,0
"267",2016,2015,"Total","2065A",6253612,0
"268",2016,2015,"Total","2080A",2554925,0
"269",2016,2015,"Total","2091A",4109333,0
"270",2016,2015,"Total","2093A",888928,0
"271",2016,2015,"Total","2096A",0,0
"272",2016,2015,"Total","2097A",1618000,0
"273",2016,2015,"Total","2098A",0,0
"274",2016,2015,"Total","3010F",25097444,0
"275",2016,2015,"Total","3011F",1759388,0
"276",2016,2015,"Total","3020F",9524408,0
"277",2016,2015,"Total","3021F",0,0
"278",2016,2015,"Total","3080F",40774318,0
"279",2016,2015,"Total","3400F",44535053,0
"280",2016,2015,"Total","3600F",23645180,0
"281",2016,2015,"Total","3740F",3104136,0
"282",2016,2015,"Total","3840F",6431158,0
"283",2016,2015,"Total","4557N",509429,0
"284",2016,2015,"Total","493001A",238727,0
"285",2016,2015,"Total","493003F",66717,0
"286",2016,2015,"Total","493004D",1304731,0
"287",2016,2015,"Total","493005D",130643,0
"288",2016,2015,"Total","5185N",0,0
"289",2016,2015,"Total","5188D",5546,0
"290",2016,2015,"Total","5189D",24629,0
"291",2016,2015,"Total","5751D",0,0
"292",2016,2015,"Total","Unlabeled",0,0
"293",2016,2016,"Base","",0,0
"294",2016,2016,"Base","*  $95M for Ebola Response and Preparedness included in this total.",0,0
"295",2016,2016,"Base","* $17M for Ebola Response and Preparedness included in this total.",0,0
"296",2016,2016,"Base","* Defense Health Program - $135.4M for transfer to the Veteran’s Administration included in this total.",0,0
"297",2016,2016,"Base","0100D",0,0
"298",2016,2016,"Base","0104D",0,0
"299",2016,2016,"Base","0105D",0,0
"300",2016,2016,"Base","0107D",0,0
"301",2016,2016,"Base","0111D",0,0
"302",2016,2016,"Base","0114D",0,0
"303",2016,2016,"Base","0130D",0,0
"304",2016,2016,"Base","0134D",0,0
"305",2016,2016,"Base","0145D",0,0
"306",2016,2016,"Base","0300D",0,0
"307",2016,2016,"Base","0303D",0,0
"308",2016,2016,"Base","0350D",0,0
"309",2016,2016,"Base","0360D",0,0
"310",2016,2016,"Base","0390D",0,0
"311",2016,2016,"Base","0400D",0,0
"312",2016,2016,"Base","0460D",0,0
"313",2016,2016,"Base","0513N",0,0
"314",2016,2016,"Base","0810A",0,0
"315",2016,2016,"Base","0810D",0,0
"316",2016,2016,"Base","0810F",0,0
"317",2016,2016,"Base","0810N",0,0
"318",2016,2016,"Base","0811D",0,0
"319",2016,2016,"Base","0819D",0,0
"320",2016,2016,"Base","0838D",0,0
"321",2016,2016,"Base","1106N",0,0
"322",2016,2016,"Base","1107N",0,0
"323",2016,2016,"Base","1109N",0,0
"324",2016,2016,"Base","1236N",0,0
"325",2016,2016,"Base","1319N",0,0
"326",2016,2016,"Base","1506N",0,0
"327",2016,2016,"Base","1507N",0,0
"328",2016,2016,"Base","1508N",0,0
"329",2016,2016,"Base","1611N",0,0
"330",2016,2016,"Base","1804N",0,0
"331",2016,2016,"Base","1806N",0,0
"332",2016,2016,"Base","1810N",0,0
"333",2016,2016,"Base","2020A",0,0
"334",2016,2016,"Base","2031A",0,0
"335",2016,2016,"Base","2032A",0,0
"336",2016,2016,"Base","2033A",0,0
"337",2016,2016,"Base","2034A",0,0
"338",2016,2016,"Base","2035A",0,0
"339",2016,2016,"Base","2040A",0,0
"340",2016,2016,"Base","2065A",0,0
"341",2016,2016,"Base","2080A",0,0
"342",2016,2016,"Base","2091A",0,0
"343",2016,2016,"Base","2093A",0,0
"344",2016,2016,"Base","2096A",0,0
"345",2016,2016,"Base","2097A",0,0
"346",2016,2016,"Base","2098A",0,0
"347",2016,2016,"Base","3010F",0,0
"348",2016,2016,"Base","3011F",0,0
"349",2016,2016,"Base","3020F",0,0
"350",2016,2016,"Base","3021F",0,0
"351",2016,2016,"Base","3080F",0,0
"352",2016,2016,"Base","3400F",0,0
"353",2016,2016,"Base","3600F",0,0
"354",2016,2016,"Base","3740F",0,0
"355",2016,2016,"Base","3840F",0,0
"356",2016,2016,"Base","4557N",0,0
"357",2016,2016,"Base","493001A",0,0
"358",2016,2016,"Base","493003F",0,0
"359",2016,2016,"Base","493004D",0,0
"360",2016,2016,"Base","493005D",0,0
"361",2016,2016,"Base","5185N",0,0
"362",2016,2016,"Base","5188D",0,0
"363",2016,2016,"Base","5189D",0,0
"364",2016,2016,"Base","5751D",0,0
"365",2016,2016,"Base","Unlabeled",0,0
"366",2016,2016,"OCO","",0,0
"367",2016,2016,"OCO","*  $95M for Ebola Response and Preparedness included in this total.",0,0
"368",2016,2016,"OCO","* $17M for Ebola Response and Preparedness included in this total.",0,0
"369",2016,2016,"OCO","* Defense Health Program - $135.4M for transfer to the Veteran’s Administration included in this total.",0,0
"370",2016,2016,"OCO","0100D",0,0
"371",2016,2016,"OCO","0104D",0,0
"372",2016,2016,"OCO","0105D",0,0
"373",2016,2016,"OCO","0107D",0,0
"374",2016,2016,"OCO","0111D",0,0
"375",2016,2016,"OCO","0114D",0,0
"376",2016,2016,"OCO","0130D",0,0
"377",2016,2016,"OCO","0134D",0,0
"378",2016,2016,"OCO","0145D",0,0
"379",2016,2016,"OCO","0300D",0,0
"380",2016,2016,"OCO","0303D",0,0
"381",2016,2016,"OCO","0350D",0,0
"382",2016,2016,"OCO","0360D",0,0
"383",2016,2016,"OCO","0390D",0,0
"384",2016,2016,"OCO","0400D",0,0
"385",2016,2016,"OCO","0460D",0,0
"386",2016,2016,"OCO","0513N",0,0
"387",2016,2016,"OCO","0810A",0,0
"388",2016,2016,"OCO","0810D",0,0
"389",2016,2016,"OCO","0810F",0,0
"390",2016,2016,"OCO","0810N",0,0
"391",2016,2016,"OCO","0811D",0,0
"392",2016,2016,"OCO","0819D",0,0
"393",2016,2016,"OCO","0838D",0,0
"394",2016,2016,"OCO","1106N",0,0
"395",2016,2016,"OCO","1107N",0,0
"396",2016,2016,"OCO","1109N",0,0
"397",2016,2016,"OCO","1236N",0,0
"398",2016,2016,"OCO","1319N",0,0
"399",2016,2016,"OCO","1506N",0,0
"400",2016,2016,"OCO","1507N",0,0
"401",2016,2016,"OCO","1508N",0,0
"402",2016,2016,"OCO","1611N",0,0
"403",2016,2016,"OCO","1804N",0,0
"404",2016,2016,"OCO","1806N",0,0
"405",2016,2016,"OCO","1810N",0,0
"406",2016,2016,"OCO","2020A",0,0
"407",2016,2016,"OCO","2031A",0,0
"408",2016,2016,"OCO","2032A",0,0
"409",2016,2016,"OCO","2033A",0,0
"410",2016,2016,"OCO","2034A",0,0
"411",2016,2016,"OCO","2035A",0,0
"412",2016,2016,"OCO","2040A",0,0
"413",2016,2016,"OCO","2065A",0,0
"414",2016,2016,"OCO","2080A",0,0
"415",2016,2016,"OCO","2091A",0,0
"416",2016,2016,"OCO","2093A",0,0
"417",2016,2016,"OCO","2096A",0,0
"418",2016,2016,"OCO","2097A",0,0
"419",2016,2016,"OCO","2098A",0,0
"420",2016,2016,"OCO","3010F",0,0
"421",2016,2016,"OCO","3011F",0,0
"422",2016,2016,"OCO","3020F",0,0
"423",2016,2016,"OCO","3021F",0,0
"424",2016,2016,"OCO","3080F",0,0
"425",2016,2016,"OCO","3400F",0,0
"426",2016,2016,"OCO","3600F",0,0
"427",2016,2016,"OCO","3740F",0,0
"428",2016,2016,"OCO","3840F",0,0
"429",2016,2016,"OCO","4557N",0,0
"430",2016,2016,"OCO","493001A",0,0
"431",2016,2016,"OCO","493003F",0,0
"432",2016,2016,"OCO","493004D",0,0
"433",2016,2016,"OCO","493005D",0,0
"434",2016,2016,"OCO","5185N",0,0
"435",2016,2016,"OCO","5188D",0,0
"436",2016,2016,"OCO","5189D",0,0
"437",2016,2016,"OCO","5751D",0,0
"438",2016,2016,"OCO","Unlabeled",0,0
"439",2016,2016,"Total","",0,0
"440",2016,2016,"Total","*  $95M for Ebola Response and Preparedness included in this total.",0,0
"441",2016,2016,"Total","* $17M for Ebola Response and Preparedness included in this total.",0,0
"442",2016,2016,"Total","* Defense Health Program - $135.4M for transfer to the Veteran’s Administration included in this total.",0,0
"443",2016,2016,"Total","0100D",0,0
"444",2016,2016,"Total","0104D",0,0
"445",2016,2016,"Total","0105D",0,0
"446",2016,2016,"Total","0107D",0,0
"447",2016,2016,"Total","0111D",0,0
"448",2016,2016,"Total","0114D",0,0
"449",2016,2016,"Total","0130D",0,0
"450",2016,2016,"Total","0134D",0,0
"451",2016,2016,"Total","0145D",0,0
"452",2016,2016,"Total","0300D",0,0
"453",2016,2016,"Total","0303D",0,0
"454",2016,2016,"Total","0350D",0,0
"455",2016,2016,"Total","0360D",0,0
"456",2016,2016,"Total","0390D",0,0
"457",2016,2016,"Total","0400D",0,0
"458",2016,2016,"Total","0460D",0,0
"459",2016,2016,"Total","0513N",0,0
"460",2016,2016,"Total","0810A",0,0
"461",2016,2016,"Total","0810D",0,0
"462",2016,2016,"Total","0810F",0,0
"463",2016,2016,"Total","0810N",0,0
"464",2016,2016,"Total","0811D",0,0
"465",2016,2016,"Total","0819D",0,0
"466",2016,2016,"Total","0838D",0,0
"467",2016,2016,"Total","1106N",0,0
"468",2016,2016,"Total","1107N",0,0
"469",2016,2016,"Total","1109N",0,0
"470",2016,2016,"Total","1236N",0,0
"471",2016,2016,"Total","1319N",0,0
"472",2016,2016,"Total","1506N",0,0
"473",2016,2016,"Total","1507N",0,0
"474",2016,2016,"Total","1508N",0,0
"475",2016,2016,"Total","1611N",0,0
"476",2016,2016,"Total","1804N",0,0
"477",2016,2016,"Total","1806N",0,0
"478",2016,2016,"Total","1810N",0,0
"479",2016,2016,"Total","2020A",0,0
"480",2016,2016,"Total","2031A",0,0
"481",2016,2016,"Total","2032A",0,0
"482",2016,2016,"Total","2033A",0,0
"483",2016,2016,"Total","2034A",0,0
"484",2016,2016,"Total","2035A",0,0
"485",2016,2016,"Total","2040A",0,0
"486",2016,2016,"Total","2065A",0,0
"487",2016,2016,"Total","2080A",0,0
"488",2016,2016,"Total","2091A",0,0
"489",2016,2016,"Total","2093A",0,0
"490",2016,2016,"Total","2096A",0,0
"491",2016,2016,"Total","2097A",0,0
"492",2016,2016,"Total","2098A",0,0
"493",2016,2016,"Total","3010F",0,0
"494",2016,2016,"Total","3011F",0,0
"495",2016,2016,"Total","3020F",0,0
"496",2016,2016,"Total","3021F",0,0
"497",2016,2016,"Total","3080F",0,0
"498",2016,2016,"Total","3400F",0,0
"499",2016,2016,"Total","3600F",0,0
"500",2016,2016,"Total","3740F",0,0
"501",2016,2016,"Total","3840F",0,0
"502",2016,2016,"Total","4557N",0,0
"503",2016,2016,"Total","493001A",0,0
"504",2016,2016,"Total","493003F",0,0
"505",2016,2016,"Total","493004D",0,0
"506",2016,2016,"Total","493005D",0,0
"507",2016,2016,"Total","5185N",0,0
"508",2016,2016,"Total","5188D",0,0
"509",2016,2016,"Total","5189D",0,0
"510",2016,2016,"Total","5751D",0,0
"511",2016,2016,"Total","Unlabeled",0,0
"512",2017,2015,"Total","1000N",0,0
"513",2017,2015,"Total","1001N",0,0
"514",2017,2015,"Total","1002N",0,0
"515",2017,2015,"Total","1003N",0,0
"516",2017,2015,"Total","1004A",0,0
"517",2017,2015,"Total","1005A",0,0
"518",2017,2015,"Total","1006A",0,0
"519",2017,2015,"Total","1007F",0,0
"520",2017,2015,"Total","1008F",0,0
"521",2017,2015,"Total","1009F",0,0
"522",2017,2015,"Total","1105N",0,0
"523",2017,2015,"Total","1108N",0,0
"524",2017,2015,"Total","1405N",0,0
"525",2017,2015,"Total","1453N",0,0
"526",2017,2015,"Total","2010A",0,0
"527",2017,2015,"Total","2060A",0,0
"528",2017,2015,"Total","2070A",0,0
"529",2017,2015,"Total","3500F",0,0
"530",2017,2015,"Total","3700F",0,0
"531",2017,2015,"Total","3850F",0,0
"532",2017,2016,"Base","1000N",0,1281468
"533",2017,2016,"Base","1001N",0,726196
"534",2017,2016,"Base","1002N",0,115519
"535",2017,2016,"Base","1003N",0,67797
"536",2017,2016,"Base","1004A",0,1889889
"537",2017,2016,"Base","1005A",0,357528
"538",2017,2016,"Base","1006A",0,629824
"539",2017,2016,"Base","1007F",0,1239093
"540",2017,2016,"Base","1008F",0,117541
"541",2017,2016,"Base","1009F",0,203847
"542",2017,2016,"Base","1105N",0,12817521
"543",2017,2016,"Base","1108N",0,702481
"544",2017,2016,"Base","1405N",0,1866891
"545",2017,2016,"Base","1453N",0,27704040
"546",2017,2016,"Base","2010A",0,40923483
"547",2017,2016,"Base","2060A",0,7892327
"548",2017,2016,"Base","2070A",0,4463164
"549",2017,2016,"Base","3500F",0,27446772
"550",2017,2016,"Base","3700F",0,1682942
"551",2017,2016,"Base","3850F",0,3201890
"552",2017,2016,"OCO","1000N",0,0
"553",2017,2016,"OCO","1001N",0,0
"554",2017,2016,"OCO","1002N",0,0
"555",2017,2016,"OCO","1003N",0,0
"556",2017,2016,"OCO","1004A",0,0
"557",2017,2016,"OCO","1005A",0,0
"558",2017,2016,"OCO","1006A",0,0
"559",2017,2016,"OCO","1007F",0,0
"560",2017,2016,"OCO","1008F",0,0
"561",2017,2016,"OCO","1009F",0,0
"562",2017,2016,"OCO","1105N",0,171079
"563",2017,2016,"OCO","1108N",0,3393
"564",2017,2016,"OCO","1405N",0,12693
"565",2017,2016,"OCO","1453N",0,251011
"566",2017,2016,"OCO","2010A",0,1846356
"567",2017,2016,"OCO","2060A",0,166015
"568",2017,2016,"OCO","2070A",0,24462
"569",2017,2016,"OCO","3500F",0,726126
"570",2017,2016,"OCO","3700F",0,18710
"571",2017,2016,"OCO","3850F",0,2828
"572",2017,2016,"Total","1000N",1281468,0
"573",2017,2016,"Total","1001N",726196,0
"574",2017,2016,"Total","1002N",115519,0
"575",2017,2016,"Total","1003N",67797,0
"576",2017,2016,"Total","1004A",1889889,0
"577",2017,2016,"Total","1005A",357528,0
"578",2017,2016,"Total","1006A",629824,0
"579",2017,2016,"Total","1007F",1239093,0
"580",2017,2016,"Total","1008F",117541,0
"581",2017,2016,"Total","1009F",203847,0
"582",2017,2016,"Total","1105N",12988600,0
"583",2017,2016,"Total","1108N",705874,0
"584",2017,2016,"Total","1405N",1879584,0
"585",2017,2016,"Total","1453N",27955051,0
"586",2017,2016,"Total","2010A",42769839,0
"587",2017,2016,"Total","2060A",8058342,0
"588",2017,2016,"Total","2070A",4487626,0
"589",2017,2016,"Total","3500F",28172898,0
"590",2017,2016,"Total","3700F",1701652,0
"591",2017,2016,"Total","3850F",3204718,0
"592",2017,2017,"Base","1000N",0,0
"593",2017,2017,"Base","1001N",0,0
"594",2017,2017,"Base","1002N",0,0
"595",2017,2017,"Base","1003N",0,0
"596",2017,2017,"Base","1004A",0,0
"597",2017,2017,"Base","1005A",0,0
"598",2017,2017,"Base","1006A",0,0
"599",2017,2017,"Base","1007F",0,0
"600",2017,2017,"Base","1008F",0,0
"601",2017,2017,"Base","1009F",0,0
"602",2017,2017,"Base","1105N",0,0
"603",2017,2017,"Base","1108N",0,0
"604",2017,2017,"Base","1405N",0,0
"605",2017,2017,"Base","1453N",0,0
"606",2017,2017,"Base","2010A",0,0
"607",2017,2017,"Base","2060A",0,0
"608",2017,2017,"Base","2070A",0,0
"609",2017,2017,"Base","3500F",0,0
"610",2017,2017,"Base","3700F",0,0
"611",2017,2017,"Base","3850F",0,0
"612",2017,2017,"OCO","1000N",0,0
"613",2017,2017,"OCO","1001N",0,0
"614",2017,2017,"OCO","1002N",0,0
"615",2017,2017,"OCO","1003N",0,0
