"","SourceFiscalYear","FiscalYear","OriginType","AccountDSI","EnactedTotal","EnactedType"
"82",2017,2015,"Total","493004D",0,0
"83",2017,2015,"Total","493005D",0,0
"84",2017,2015,"Total","5188D",0,0
"85",2017,2015,"Total","5189D",0,0
"86",2017,2015,"Total","5751D",0,0
"87",2017,2015,"Total","Unlabeled",0,0
"88",2017,2016,"Base","* Defense Health Program - $137.4M for transfer to the Department of Veterans Affairs included in this total.",0,0
"89",2017,2016,"Base","0100D",0,32322396
"90",2017,2016,"Base","0104D",0,14078
"91",2017,2016,"Base","0105D",0,1050598
"92",2017,2016,"Base","0107D",0,316759
"93",2017,2016,"Base","0111D",0,0
"94",2017,2016,"Base","0130D",0,36516773
"95",2017,2016,"Base","0134D",0,358496
"96",2017,2016,"Base","0145D",0,0
"97",2017,2016,"Base","0300D",0,10490886
"98",2017,2016,"Base","0303D",0,0
"99",2017,2016,"Base","0350D",0,0
"100",2017,2016,"Base","0360D",0,153360
"101",2017,2016,"Base","0390D",0,2558326
"102",2017,2016,"Base","0400D",0,37363318
"103",2017,2016,"Base","0460D",0,374966
"104",2017,2016,"Base","0513N",0,0
"105",2017,2016,"Base","0810A",0,234829
"106",2017,2016,"Base","0810D",0,8232
"107",2017,2016,"Base","0810F",0,368131
"108",2017,2016,"Base","0810N",0,3e+05
"109",2017,2016,"Base","0811D",0,231217
"110",2017,2016,"Base","0819D",0,103266
"111",2017,2016,"Base","0838D",0,0
"112",2017,2016,"Base","1000N",0,1281468
"113",2017,2016,"Base","1001N",0,726196
"114",2017,2016,"Base","1002N",0,115519
"115",2017,2016,"Base","1003N",0,67797
"116",2017,2016,"Base","1004A",0,1889889
"117",2017,2016,"Base","1005A",0,357528
"118",2017,2016,"Base","1006A",0,629824
"119",2017,2016,"Base","1007F",0,1239093
"120",2017,2016,"Base","1008F",0,117541
"121",2017,2016,"Base","1009F",0,203847
"122",2017,2016,"Base","1105N",0,12817521
"123",2017,2016,"Base","1106N",0,5677365
"124",2017,2016,"Base","1107N",0,273497
"125",2017,2016,"Base","1108N",0,702481
"126",2017,2016,"Base","1109N",0,2373624
"127",2017,2016,"Base","1319N",0,36222494
"128",2017,2016,"Base","1405N",0,1866891
"129",2017,2016,"Base","1453N",0,27704040
"130",2017,2016,"Base","1506N",0,37274304
"131",2017,2016,"Base","1507N",0,6208008
"132",2017,2016,"Base","1508N",0,1303840
"133",2017,2016,"Base","1611N",0,44836862
"134",2017,2016,"Base","1804N",0,38946290
"135",2017,2016,"Base","1806N",0,956761
"136",2017,2016,"Base","1810N",0,12968514
"137",2017,2016,"Base","2010A",0,40923483
"138",2017,2016,"Base","2020A",0,31681140
"139",2017,2016,"Base","2031A",0,12605440
"140",2017,2016,"Base","2032A",0,3257390
"141",2017,2016,"Base","2033A",0,3903292
"142",2017,2016,"Base","2034A",0,2490852
"143",2017,2016,"Base","2035A",0,11437622
"144",2017,2016,"Base","2040A",0,15124340
"145",2017,2016,"Base","2060A",0,7892327
"146",2017,2016,"Base","2065A",0,6555945
"147",2017,2016,"Base","2070A",0,4463164
"148",2017,2016,"Base","2080A",0,2628891
"149",2017,2016,"Base","2091A",0,0
"150",2017,2016,"Base","2093A",0,0
"151",2017,2016,"Base","2093D",0,0
"152",2017,2016,"Base","2097A",0,0
"153",2017,2016,"Base","2098A",0,0
"154",2017,2016,"Base","3010F",0,32705734
"155",2017,2016,"Base","3011F",0,3489030
"156",2017,2016,"Base","3020F",0,5820424
"157",2017,2016,"Base","3021F",0,5622912
"158",2017,2016,"Base","3080F",0,36620926
"159",2017,2016,"Base","3400F",0,34649764
"160",2017,2016,"Base","3500F",0,27446772
"161",2017,2016,"Base","3600F",0,50388914
"162",2017,2016,"Base","3700F",0,1682942
"163",2017,2016,"Base","3740F",0,2874813
"164",2017,2016,"Base","3840F",0,6649972
"165",2017,2016,"Base","3850F",0,3201890
"166",2017,2016,"Base","4557N",0,524558
"167",2017,2016,"Base","493001A",0,195432
"168",2017,2016,"Base","493003F",0,62898
"169",2017,2016,"Base","493004D",0,1435354
"170",2017,2016,"Base","493005D",0,45084
"171",2017,2016,"Base","5188D",0,18000
"172",2017,2016,"Base","5189D",0,40000
"173",2017,2016,"Base","5751D",0,0
"174",2017,2016,"Base","Unlabeled",0,0
"175",2017,2016,"OCO","* Defense Health Program - $137.4M for transfer to the Department of Veterans Affairs included in this total.",0,0
"176",2017,2016,"OCO","0100D",0,6400555
"177",2017,2016,"OCO","0104D",0,0
"178",2017,2016,"OCO","0105D",0,186000
"179",2017,2016,"OCO","0107D",0,10262
"180",2017,2016,"OCO","0111D",0,0
"181",2017,2016,"OCO","0130D",0,272704
"182",2017,2016,"OCO","0134D",0,0
"183",2017,2016,"OCO","0145D",0,1100000
"184",2017,2016,"OCO","0300D",0,347836
"185",2017,2016,"OCO","0303D",0,0
"186",2017,2016,"OCO","0350D",0,2e+06
"187",2017,2016,"OCO","0360D",0,0
"188",2017,2016,"OCO","0390D",0,0
"189",2017,2016,"OCO","0400D",0,354174
"190",2017,2016,"OCO","0460D",0,0
"191",2017,2016,"OCO","0513N",0,0
"192",2017,2016,"OCO","0810A",0,0
"193",2017,2016,"OCO","0810D",0,0
"194",2017,2016,"OCO","0810F",0,0
"195",2017,2016,"OCO","0810N",0,0
"196",2017,2016,"OCO","0811D",0,0
"197",2017,2016,"OCO","0819D",0,0
"198",2017,2016,"OCO","0838D",0,0
"199",2017,2016,"OCO","1000N",0,0
"200",2017,2016,"OCO","1001N",0,0
"201",2017,2016,"OCO","1002N",0,0
"202",2017,2016,"OCO","1003N",0,0
"203",2017,2016,"OCO","1004A",0,0
"204",2017,2016,"OCO","1005A",0,0
"205",2017,2016,"OCO","1006A",0,0
"206",2017,2016,"OCO","1007F",0,0
"207",2017,2016,"OCO","1008F",0,0
"208",2017,2016,"OCO","1009F",0,0
"209",2017,2016,"OCO","1105N",0,171079
"210",2017,2016,"OCO","1106N",0,1361056
"211",2017,2016,"OCO","1107N",0,3455
"212",2017,2016,"OCO","1108N",0,3393
"213",2017,2016,"OCO","1109N",0,113868
"214",2017,2016,"OCO","1319N",0,71494
"215",2017,2016,"OCO","1405N",0,12693
"216",2017,2016,"OCO","1453N",0,251011
"217",2017,2016,"OCO","1506N",0,421980
"218",2017,2016,"OCO","1507N",0,0
"219",2017,2016,"OCO","1508N",0,235932
"220",2017,2016,"OCO","1611N",0,0
"221",2017,2016,"OCO","1804N",0,7005409
"222",2017,2016,"OCO","1806N",0,31462
"223",2017,2016,"OCO","1810N",0,24372
"224",2017,2016,"OCO","2010A",0,1846356
"225",2017,2016,"OCO","2020A",0,14723484
"226",2017,2016,"OCO","2031A",0,323974
"227",2017,2016,"OCO","2032A",0,74520
"228",2017,2016,"OCO","2033A",0,973260
"229",2017,2016,"OCO","2034A",0,444080
"230",2017,2016,"OCO","2035A",0,2351192
"231",2017,2016,"OCO","2040A",0,3000
"232",2017,2016,"OCO","2060A",0,166015
"233",2017,2016,"OCO","2065A",0,135845
"234",2017,2016,"OCO","2070A",0,24462
"235",2017,2016,"OCO","2080A",0,99554
"236",2017,2016,"OCO","2091A",0,3652257
"237",2017,2016,"OCO","2093A",0,698928
"238",2017,2016,"OCO","2093D",0,0
"239",2017,2016,"OCO","2097A",0,715000
"240",2017,2016,"OCO","2098A",0,0
"241",2017,2016,"OCO","3010F",0,257800
"242",2017,2016,"OCO","3011F",0,457748
"243",2017,2016,"OCO","3020F",0,578284
"244",2017,2016,"OCO","3021F",0,0
"245",2017,2016,"OCO","3080F",0,6954002
"246",2017,2016,"OCO","3400F",0,10697587
"247",2017,2016,"OCO","3500F",0,726126
"248",2017,2016,"OCO","3600F",0,34200
"249",2017,2016,"OCO","3700F",0,18710
"250",2017,2016,"OCO","3740F",0,58106
"251",2017,2016,"OCO","3840F",0,19900
"252",2017,2016,"OCO","3850F",0,2828
"253",2017,2016,"OCO","4557N",0,0
"254",2017,2016,"OCO","493001A",0,0
"255",2017,2016,"OCO","493003F",0,2500
"256",2017,2016,"OCO","493004D",0,0
"257",2017,2016,"OCO","493005D",0,86350
"258",2017,2016,"OCO","5188D",0,0
"259",2017,2016,"OCO","5189D",0,0
"260",2017,2016,"OCO","5751D",0,0
"261",2017,2016,"OCO","Unlabeled",0,0
"262",2017,2016,"Total","* Defense Health Program - $137.4M for transfer to the Department of Veterans Affairs included in this total.",0,0
"263",2017,2016,"Total","0100D",38722951,0
"264",2017,2016,"Total","0104D",14078,0
"265",2017,2016,"Total","0105D",1236598,0
"266",2017,2016,"Total","0107D",327021,0
"267",2017,2016,"Total","0111D",0,0
"268",2017,2016,"Total","0130D",36789477,0
"269",2017,2016,"Total","0134D",358496,0
"270",2017,2016,"Total","0145D",1100000,0
"271",2017,2016,"Total","0300D",10838984,0
"272",2017,2016,"Total","0303D",0,0
"273",2017,2016,"Total","0350D",2e+06,0
"274",2017,2016,"Total","0360D",153360,0
"275",2017,2016,"Total","0390D",2558326,0
"276",2017,2016,"Total","0400D",37717492,0
"277",2017,2016,"Total","0460D",374966,0
"278",2017,2016,"Total","0513N",0,0
"279",2017,2016,"Total","0810A",234829,0
"280",2017,2016,"Total","0810D",8232,0
"281",2017,2016,"Total","0810F",368131,0
"282",2017,2016,"Total","0810N",3e+05,0
"283",2017,2016,"Total","0811D",231217,0
"284",2017,2016,"Total","0819D",103266,0
"285",2017,2016,"Total","0838D",0,0
"286",2017,2016,"Total","1000N",1281468,0
"287",2017,2016,"Total","1001N",726196,0
"288",2017,2016,"Total","1002N",115519,0
"289",2017,2016,"Total","1003N",67797,0
"290",2017,2016,"Total","1004A",1889889,0
"291",2017,2016,"Total","1005A",357528,0
"292",2017,2016,"Total","1006A",629824,0
"293",2017,2016,"Total","1007F",1239093,0
"294",2017,2016,"Total","1008F",117541,0
"295",2017,2016,"Total","1009F",203847,0
"296",2017,2016,"Total","1105N",12988600,0
"297",2017,2016,"Total","1106N",7038421,0
"298",2017,2016,"Total","1107N",276952,0
"299",2017,2016,"Total","1108N",705874,0
"300",2017,2016,"Total","1109N",2488318,0
"301",2017,2016,"Total","1319N",36293988,0
"302",2017,2016,"Total","1405N",1879584,0
"303",2017,2016,"Total","1453N",27955051,0
"304",2017,2016,"Total","1506N",37696584,0
"305",2017,2016,"Total","1507N",6209630,0
"306",2017,2016,"Total","1508N",1539772,0
"307",2017,2016,"Total","1611N",44836906,0
"308",2017,2016,"Total","1804N",45951699,0
"309",2017,2016,"Total","1806N",988223,0
"310",2017,2016,"Total","1810N",12992886,0
"311",2017,2016,"Total","2010A",42769839,0
"312",2017,2016,"Total","2020A",46404624,0
"313",2017,2016,"Total","2031A",12930026,0
"314",2017,2016,"Total","2032A",3345100,0
"315",2017,2016,"Total","2033A",4876788,0
"316",2017,2016,"Total","2034A",2934932,0
"317",2017,2016,"Total","2035A",13793176,0
"318",2017,2016,"Total","2040A",15127340,0
"319",2017,2016,"Total","2060A",8058342,0
"320",2017,2016,"Total","2065A",6691790,0
"321",2017,2016,"Total","2070A",4487626,0
"322",2017,2016,"Total","2080A",2728445,0
"323",2017,2016,"Total","2091A",3652257,0
"324",2017,2016,"Total","2093A",698928,0
"325",2017,2016,"Total","2093D",0,0
"326",2017,2016,"Total","2097A",715000,0
"327",2017,2016,"Total","2098A",0,0
"328",2017,2016,"Total","3010F",32963930,0
"329",2017,2016,"Total","3011F",3991496,0
"330",2017,2016,"Total","3020F",6417390,0
"331",2017,2016,"Total","3021F",5622946,0
"332",2017,2016,"Total","3080F",43574928,0
"333",2017,2016,"Total","3400F",45347351,0
"334",2017,2016,"Total","3500F",28172898,0
"335",2017,2016,"Total","3600F",50423114,0
"336",2017,2016,"Total","3700F",1701652,0
"337",2017,2016,"Total","3740F",2932919,0
"338",2017,2016,"Total","3840F",6669872,0
"339",2017,2016,"Total","3850F",3204718,0
"340",2017,2016,"Total","4557N",524558,0
"341",2017,2016,"Total","493001A",195432,0
"342",2017,2016,"Total","493003F",65398,0
"343",2017,2016,"Total","493004D",1435354,0
"344",2017,2016,"Total","493005D",131434,0
"345",2017,2016,"Total","5188D",18000,0
"346",2017,2016,"Total","5189D",40000,0
"347",2017,2016,"Total","5751D",0,0
"348",2017,2016,"Total","Unlabeled",32358251,0
"349",2017,2017,"Base","* Defense Health Program - $137.4M for transfer to the Department of Veterans Affairs included in this total.",0,0
"350",2017,2017,"Base","0100D",0,0
"351",2017,2017,"Base","0104D",0,0
"352",2017,2017,"Base","0105D",0,0
"353",2017,2017,"Base","0107D",0,0
"354",2017,2017,"Base","0111D",0,0
"355",2017,2017,"Base","0130D",0,0
"356",2017,2017,"Base","0134D",0,0
"357",2017,2017,"Base","0145D",0,0
"358",2017,2017,"Base","0300D",0,0
"359",2017,2017,"Base","0303D",0,0
"360",2017,2017,"Base","0350D",0,0
"361",2017,2017,"Base","0360D",0,0
"362",2017,2017,"Base","0390D",0,0
"363",2017,2017,"Base","0400D",0,0
"364",2017,2017,"Base","0460D",0,0
"365",2017,2017,"Base","0513N",0,0
"366",2017,2017,"Base","0810A",0,0
"367",2017,2017,"Base","0810D",0,0
"368",2017,2017,"Base","0810F",0,0
"369",2017,2017,"Base","0810N",0,0
"370",2017,2017,"Base","0811D",0,0
"371",2017,2017,"Base","0819D",0,0
"372",2017,2017,"Base","0838D",0,0
"373",2017,2017,"Base","1000N",0,0
"374",2017,2017,"Base","1001N",0,0
"375",2017,2017,"Base","1002N",0,0
"376",2017,2017,"Base","1003N",0,0
"377",2017,2017,"Base","1004A",0,0
"378",2017,2017,"Base","1005A",0,0
"379",2017,2017,"Base","1006A",0,0
"380",2017,2017,"Base","1007F",0,0
"381",2017,2017,"Base","1008F",0,0
"382",2017,2017,"Base","1009F",0,0
"383",2017,2017,"Base","1105N",0,0
"384",2017,2017,"Base","1106N",0,0
"385",2017,2017,"Base","1107N",0,0
"386",2017,2017,"Base","1108N",0,0
"387",2017,2017,"Base","1109N",0,0
"388",2017,2017,"Base","1319N",0,0
"389",2017,2017,"Base","1405N",0,0
"390",2017,2017,"Base","1453N",0,0
"391",2017,2017,"Base","1506N",0,0
"392",2017,2017,"Base","1507N",0,0
"393",2017,2017,"Base","1508N",0,0
"394",2017,2017,"Base","1611N",0,0
"395",2017,2017,"Base","1804N",0,0
"396",2017,2017,"Base","1806N",0,0
"397",2017,2017,"Base","1810N",0,0
"398",2017,2017,"Base","2010A",0,0
"399",2017,2017,"Base","2020A",0,0
"400",2017,2017,"Base","2031A",0,0
"401",2017,2017,"Base","2032A",0,0
"402",2017,2017,"Base","2033A",0,0
"403",2017,2017,"Base","2034A",0,0
"404",2017,2017,"Base","2035A",0,0
"405",2017,2017,"Base","2040A",0,0
"406",2017,2017,"Base","2060A",0,0
"407",2017,2017,"Base","2065A",0,0
"408",2017,2017,"Base","2070A",0,0
"409",2017,2017,"Base","2080A",0,0
"410",2017,2017,"Base","2091A",0,0
"411",2017,2017,"Base","2093A",0,0
"412",2017,2017,"Base","2093D",0,0
"413",2017,2017,"Base","2097A",0,0
"414",2017,2017,"Base","2098A",0,0
"415",2017,2017,"Base","3010F",0,0
"416",2017,2017,"Base","3011F",0,0
"417",2017,2017,"Base","3020F",0,0
"418",2017,2017,"Base","3021F",0,0
"419",2017,2017,"Base","3080F",0,0
"420",2017,2017,"Base","3400F",0,0
"421",2017,2017,"Base","3500F",0,0
"422",2017,2017,"Base","3600F",0,0
"423",2017,2017,"Base","3700F",0,0
"424",2017,2017,"Base","3740F",0,0
"425",2017,2017,"Base","3840F",0,0
"426",2017,2017,"Base","3850F",0,0
"427",2017,2017,"Base","4557N",0,0
"428",2017,2017,"Base","493001A",0,0
"429",2017,2017,"Base","493003F",0,0
"430",2017,2017,"Base","493004D",0,0
"431",2017,2017,"Base","493005D",0,0
"432",2017,2017,"Base","5188D",0,0
"433",2017,2017,"Base","5189D",0,0
"434",2017,2017,"Base","5751D",0,0
"435",2017,2017,"Base","Unlabeled",0,0
"436",2017,2017,"OCO","* Defense Health Program - $137.4M for transfer to the Department of Veterans Affairs included in this total.",0,0
"437",2017,2017,"OCO","0100D",0,0
"438",2017,2017,"OCO","0104D",0,0
"439",2017,2017,"OCO","0105D",0,0
"440",2017,2017,"OCO","0107D",0,0
"441",2017,2017,"OCO","0111D",0,0
"442",2017,2017,"OCO","0130D",0,0
"443",2017,2017,"OCO","0134D",0,0
"444",2017,2017,"OCO","0145D",0,0
"445",2017,2017,"OCO","0300D",0,0
"446",2017,2017,"OCO","0303D",0,0
"447",2017,2017,"OCO","0350D",0,0
"448",2017,2017,"OCO","0360D",0,0
"449",2017,2017,"OCO","0390D",0,0
"450",2017,2017,"OCO","0400D",0,0
"451",2017,2017,"OCO","0460D",0,0
"452",2017,2017,"OCO","0513N",0,0
"453",2017,2017,"OCO","0810A",0,0
"454",2017,2017,"OCO","0810D",0,0
"455",2017,2017,"OCO","0810F",0,0
"456",2017,2017,"OCO","0810N",0,0
"457",2017,2017,"OCO","0811D",0,0
"458",2017,2017,"OCO","0819D",0,0
"459",2017,2017,"OCO","0838D",0,0
"460",2017,2017,"OCO","1000N",0,0
"461",2017,2017,"OCO","1001N",0,0
"462",2017,2017,"OCO","1002N",0,0
"463",2017,2017,"OCO","1003N",0,0
"464",2017,2017,"OCO","1004A",0,0
"465",2017,2017,"OCO","1005A",0,0
"466",2017,2017,"OCO","1006A",0,0
"467",2017,2017,"OCO","1007F",0,0
"468",2017,2017,"OCO","1008F",0,0
"469",2017,2017,"OCO","1009F",0,0
"470",2017,2017,"OCO","1105N",0,0
"471",2017,2017,"OCO","1106N",0,0
"472",2017,2017,"OCO","1107N",0,0
"473",2017,2017,"OCO","1108N",0,0
"474",2017,2017,"OCO","1109N",0,0
"475",2017,2017,"OCO","1319N",0,0
"476",2017,2017,"OCO","1405N",0,0
"477",2017,2017,"OCO","1453N",0,0
"478",2017,2017,"OCO","1506N",0,0
"479",2017,2017,"OCO","1507N",0,0
"480",2017,2017,"OCO","1508N",0,0
"481",2017,2017,"OCO","1611N",0,0
"482",2017,2017,"OCO","1804N",0,0
"483",2017,2017,"OCO","1806N",0,0
"484",2017,2017,"OCO","1810N",0,0
"485",2017,2017,"OCO","2010A",0,0
"486",2017,2017,"OCO","2020A",0,0
"487",2017,2017,"OCO","2031A",0,0
"488",2017,2017,"OCO","2032A",0,0
"489",2017,2017,"OCO","2033A",0,0
"490",2017,2017,"OCO","2034A",0,0
"491",2017,2017,"OCO","2035A",0,0
"492",2017,2017,"OCO","2040A",0,0
"493",2017,2017,"OCO","2060A",0,0
"494",2017,2017,"OCO","2065A",0,0
"495",2017,2017,"OCO","2070A",0,0
"496",2017,2017,"OCO","2080A",0,0
"497",2017,2017,"OCO","2091A",0,0
"498",2017,2017,"OCO","2093A",0,0
"499",2017,2017,"OCO","2093D",0,0
"500",2017,2017,"OCO","2097A",0,0
"501",2017,2017,"OCO","2098A",0,0
"502",2017,2017,"OCO","3010F",0,0
"503",2017,2017,"OCO","3011F",0,0
"504",2017,2017,"OCO","3020F",0,0
"505",2017,2017,"OCO","3021F",0,0
"506",2017,2017,"OCO","3080F",0,0
"507",2017,2017,"OCO","3400F",0,0
"508",2017,2017,"OCO","3500F",0,0
"509",2017,2017,"OCO","3600F",0,0
"510",2017,2017,"OCO","3700F",0,0
"511",2017,2017,"OCO","3740F",0,0
"512",2017,2017,"OCO","3840F",0,0
"513",2017,2017,"OCO","3850F",0,0
"514",2017,2017,"OCO","4557N",0,0
"515",2017,2017,"OCO","493001A",0,0
"516",2017,2017,"OCO","493003F",0,0
"517",2017,2017,"OCO","493004D",0,0
"518",2017,2017,"OCO","493005D",0,0
"519",2017,2017,"OCO","5188D",0,0
"520",2017,2017,"OCO","5189D",0,0
"521",2017,2017,"OCO","5751D",0,0
"522",2017,2017,"OCO","Unlabeled",0,0
"523",2017,2017,"Total","* Defense Health Program - $137.4M for transfer to the Department of Veterans Affairs included in this total.",0,0
"524",2017,2017,"Total","0100D",0,0
"525",2017,2017,"Total","0104D",0,0
"526",2017,2017,"Total","0105D",0,0
"527",2017,2017,"Total","0107D",0,0
"528",2017,2017,"Total","0111D",0,0
"529",2017,2017,"Total","0130D",0,0
"530",2017,2017,"Total","0134D",0,0
"531",2017,2017,"Total","0145D",0,0
"532",2017,2017,"Total","0300D",0,0
"533",2017,2017,"Total","0303D",0,0
"534",2017,2017,"Total","0350D",0,0
"535",2017,2017,"Total","0360D",0,0
"536",2017,2017,"Total","0390D",0,0
"537",2017,2017,"Total","0400D",0,0
"538",2017,2017,"Total","0460D",0,0
"539",2017,2017,"Total","0513N",0,0
"540",2017,2017,"Total","0810A",0,0
"541",2017,2017,"Total","0810D",0,0
"542",2017,2017,"Total","0810F",0,0
"543",2017,2017,"Total","0810N",0,0
"544",2017,2017,"Total","0811D",0,0
"545",2017,2017,"Total","0819D",0,0
"546",2017,2017,"Total","0838D",0,0
"547",2017,2017,"Total","1000N",0,0
"548",2017,2017,"Total","1001N",0,0
"549",2017,2017,"Total","1002N",0,0
"550",2017,2017,"Total","1003N",0,0
"551",2017,2017,"Total","1004A",0,0
"552",2017,2017,"Total","1005A",0,0
"553",2017,2017,"Total","1006A",0,0
"554",2017,2017,"Total","1007F",0,0
"555",2017,2017,"Total","1008F",0,0
"556",2017,2017,"Total","1009F",0,0
"557",2017,2017,"Total","1105N",0,0
"558",2017,2017,"Total","1106N",0,0
"559",2017,2017,"Total","1107N",0,0
"560",2017,2017,"Total","1108N",0,0
"561",2017,2017,"Total","1109N",0,0
"562",2017,2017,"Total","1319N",0,0
"563",2017,2017,"Total","1405N",0,0
"564",2017,2017,"Total","1453N",0,0
"565",2017,2017,"Total","1506N",0,0
"566",2017,2017,"Total","1507N",0,0
"567",2017,2017,"Total","1508N",0,0
"568",2017,2017,"Total","1611N",0,0
"569",2017,2017,"Total","1804N",0,0
"570",2017,2017,"Total","1806N",0,0
"571",2017,2017,"Total","1810N",0,0
"572",2017,2017,"Total","2010A",0,0
"573",2017,2017,"Total","2020A",0,0
"574",2017,2017,"Total","2031A",0,0
"575",2017,2017,"Total","2032A",0,0
"576",2017,2017,"Total","2033A",0,0
"577",2017,2017,"Total","2034A",0,0
"578",2017,2017,"Total","2035A",0,0
"579",2017,2017,"Total","2040A",0,0
"580",2017,2017,"Total","2060A",0,0
"581",2017,2017,"Total","2065A",0,0
"582",2017,2017,"Total","2070A",0,0
"583",2017,2017,"Total","2080A",0,0
"584",2017,2017,"Total","2091A",0,0
"585",2017,2017,"Total","2093A",0,0
"586",2017,2017,"Total","2093D",0,0
"587",2017,2017,"Total","2097A",0,0
"588",2017,2017,"Total","2098A",0,0
"589",2017,2017,"Total","3010F",0,0
"590",2017,2017,"Total","3011F",0,0
"591",2017,2017,"Total","3020F",0,0
"592",2017,2017,"Total","3021F",0,0
"593",2017,2017,"Total","3080F",0,0
"594",2017,2017,"Total","3400F",0,0
"595",2017,2017,"Total","3500F",0,0
"596",2017,2017,"Total","3600F",0,0
"597",2017,2017,"Total","3700F",0,0
"598",2017,2017,"Total","3740F",0,0
"599",2017,2017,"Total","3840F",0,0
"600",2017,2017,"Total","3850F",0,0
"601",2017,2017,"Total","4557N",0,0
"602",2017,2017,"Total","493001A",0,0
"603",2017,2017,"Total","493003F",0,0
"604",2017,2017,"Total","493004D",0,0
"605",2017,2017,"Total","493005D",0,0
"606",2017,2017,"Total","5188D",0,0
"607",2017,2017,"Total","5189D",0,0
"608",2017,2017,"Total","5751D",0,0
"609",2017,2017,"Total","Unlabeled",0,0
