"","SourceFiscalYear","Account","AccountTitle","Organization","BudgetActivity","BudgetActivityTitle","StateCountry","StateCountryTitle","FacilityCategoryTitle","LocationTitle","FiscalYear","Project.Title","Treasury.Agency","OriginType","ActualTotal","EnactedTotal","EnactedType","PBtotal","PBtype"
"1815",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","OTHER AIRFIELD PAVEMENTS","KANDAHAR, AFGHANISTAN","2010","Refueler Apron/Relocate Hcp","F","Total",NA,264000,NA,NA,NA
"1816",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","ROADS","KANDAHAR, AFGHANISTAN","2010","Relocate North Airfield Road","F","Total",NA,64000,NA,NA,NA
"1817",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","AIRFIELD OPERATIONAL BUILDINGS","KANDAHAR, AFGHANISTAN","2010","Secure Rsoi Facility","F","Total",NA,38800,NA,NA,NA
"1818",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","AIRFIELD APRONS","KANDAHAR, AFGHANISTAN","2010","Tactical Airlfit Apron","F","Total",NA,116000,NA,NA,NA
"1819",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","INSTALL & ORG OPEN STORAGE","SHANK","2010","Cargo Handling Area","F","Total",NA,19600,NA,NA,NA
"1820",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","INSTALL & ORG OPEN STORAGE","TARIN KOWT","2010","Cargo Handling Area","F","Total",NA,19600,NA,NA,NA
"1821",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","AIRFIELD OPERATIONAL BUILDINGS","TOMBSTONE/BASTION","2010","Aviation Operations & Maintenance Facs","F","Total",NA,35600,NA,NA,NA
"1822",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","INSTALL & ORG OPEN STORAGE","TOMBSTONE/BASTION","2010","Cargo Handling Area","F","Total",NA,72000,NA,NA,NA
"1823",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","AIRFIELD APRONS","TOMBSTONE/BASTION","2010","Cas Apron Expansion","F","Total",NA,160000,NA,NA,NA
"1824",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","AIRCRAFT MAINTENANCE FACILITIES","TOMBSTONE/BASTION","2010","Expeditionary Fighter Shelter","F","Total",NA,25200,NA,NA,NA
"1825",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","AIRFIELD APRONS","TOMBSTONE/BASTION","2010","Isr Apron","F","Total",NA,164000,NA,NA,NA
"1826",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","AIRFIELD OPERATIONAL BUILDINGS","TOMBSTONE/BASTION","2010","Secure Rsoi Facility","F","Total",NA,40000,NA,NA,NA
"1827",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","AIRFIELD APRONS","TOMBSTONE/BASTION","2010","Strategic Airlift Apron Expansion","F","Total",NA,128000,NA,NA,NA
"1828",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AF","AFGHANISTAN","INSTALL & ORG OPEN STORAGE","WOLVERINE","2010","Cargo Handling Area","F","Total",NA,19600,NA,NA,NA
"1829",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AK","ALASKA","ELECTRIC POWER SOURCE","CLEAR AFS","2010","Power Plant Facility","F","Total",NA,97200,NA,NA,NA
"1830",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AK","ALASKA","MISC UTILITIES-SQUARE FEET","EIELSON AFB","2010","Repair Arctic Utilidors, Ph 1","F","Total",NA,39600,NA,NA,NA
"1831",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AK","ALASKA","AIRFIELD PAVEMENT LIGHTING","EIELSON AFB","2010","Taxiway Golf Lighting","F","Total",NA,13800,NA,NA,NA
"1832",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AK","ALASKA","TRAINING BUILDINGS","ELMENDORF AFB","2010","F-22 Weapons Load Training Facility","F","Total",NA,50400,NA,NA,NA
"1833",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AK","ALASKA","OPERATIONAL SUPPORT BUILDINGS","ELMENDORF AFB","2010","Red Flag Alaska Add/Alter Operations Center","F","Total",NA,12400,NA,NA,NA
"1834",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AR","ARKANSAS","SIMULATION FACILITIES","LITTLE ROCK AFB","2010","C-130 Flight Simulator Addition","F","Total",NA,23200,NA,NA,NA
"1835",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AR","ARKANSAS","REPLACE TELE. AND SECURITY FORCES FACILITY","LITTLE ROCK AFB","2010","Security Forces Operations Facility","F","Total",NA,41600,NA,NA,NA
"1836",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AZ","ARIZONA","OTHER OPERATIONAL","DAVIS-MONTHAN AFB","2010","Csar Hc-130j Infrastructure","F","Total",NA,19200,NA,NA,NA
"1837",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AZ","ARIZONA","OPERATIONAL SUPPORT BUILDINGS","DAVIS-MONTHAN AFB","2010","Csar Hc-130j Rescue Sqad Operations Facility","F","Total",NA,34800,NA,NA,NA
"1838",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AZ","ARIZONA","SIMULATION FACILITIES","DAVIS-MONTHAN AFB","2010","Csar Hc-130j Simulator Facility","F","Total",NA,33600,NA,NA,NA
"1839",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","AZ","ARIZONA","OFFICERS UNACCOM PERSONNEL HOUSING","DAVIS-MONTHAN AFB","2010","Dormitory (144 Rm)","F","Total",NA,80000,NA,NA,NA
"1840",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","OTHER IMPROVEMENTS","LOS ANGELES AFS","2010","Consolidated Parking Area, Ph 1","F","Total",NA,32000,NA,NA,NA
"1841",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","TRAINING BUILDINGS","TRAVIS AFB","2010","Construct Kc-10 Cargo Load Training Facility","F","Total",NA,27600,NA,NA,NA
"1842",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","ROADS","TRAVIS AFB","2010","Construct Taxiway Mike Bypass Road","F","Total",NA,24000,NA,NA,NA
"1843",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","CA","CALIFORNIA","FAMILY & CHILD SUPPORT FACILITIES","VANDENBERG AFB","2010","Child Development Center","F","Total",NA,52000,NA,NA,NA
"1844",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","CM","COLUMBIA","AIRFIELD APRONS","PALANQUERO AB","2010","Palanquero Ab Development","F","Total",NA,178000,NA,NA,NA
"1845",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","CO","COLORADO","AIRFIELD OPERATIONAL BUILDINGS","PETERSON AFB","2010","C-130 Squad Ops/Amu (TFI)","F","Total",NA,20800,NA,NA,NA
"1846",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","CO","COLORADO","REPLACE TELE. AND SECURITY FORCES FACILITY","PETERSON AFB","2010","East Gate Realignment","F","Total",NA,28800,NA,NA,NA
"1847",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","CO","COLORADO","OTHER OPERATIONAL","PETERSON AFB","2010","National Security Space Institute","F","Total",NA,79600,NA,NA,NA
"1848",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","CO","COLORADO","INDOOR ATHLETIC FAC","U.S. AIR FORCE ACADEMY","2010","Add To Cadet Fitness Center","F","Total",NA,70000,NA,NA,NA
"1849",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","DE","DELAWARE","TRAINING BUILDINGS","DOVER AFB","2010","C-5 Cargo Aircraft Maint Training Facility P1","F","Total",NA,21200,NA,NA,NA
"1850",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","DE","DELAWARE","REPLACE TELE. AND SECURITY FORCES FACILITY","DOVER AFB","2010","Chapel Center","F","Total",NA,30000,NA,NA,NA
"1851",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","DE","DELAWARE","COMMUNICATION BUILDINGS","DOVER AFB","2010","Consol Comm Fac","F","Total",NA,48400,NA,NA,NA
"1852",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","OFFICERS UNACCOM PERSONNEL HOUSING","EGLIN AFB","2010","Construct Dormitory (96 Rm)","F","Total",NA,44000,NA,NA,NA
"1853",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","AIRFIELD APRONS","EGLIN AFB","2010","F-35 A/C Parking Apron","F","Total",NA,110608,NA,NA,NA
"1854",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","AIRFIELD OPERATIONAL FACILITIES OTHER THAN BUILDINGS","EGLIN AFB","2010","F-35 Duke Control Tower","F","Total",NA,13680,NA,NA,NA
"1855",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","AIRFIELD OPERATIONAL FACILITIES OTHER THAN BUILDINGS","EGLIN AFB","2010","F-35 Hydrant Refueling System Phase 1","F","Total",NA,57232,NA,NA,NA
"1856",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","OTHER LIQUID FUEL & DISPENSING FACILITIES","EGLIN AFB","2010","F-35 Jp-8 West Side Bulk Fuel Tank Upgrades","F","Total",NA,6324,NA,NA,NA
"1857",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","AIRFIELD OPERATIONAL FACILITIES OTHER THAN BUILDINGS","EGLIN AFB","2010","F-35 Jps Flightline Fillstands","F","Total",NA,35568,NA,NA,NA
"1858",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","GROUND OPERATIONAL FACILITIES OTHER THAN BUILDINGS","EGLIN AFB","2010","F-35 Live Ordinance Load Facility","F","Total",NA,39600,NA,NA,NA
"1859",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","AIRFIELD TAXIWAYS","EGLIN AFB","2010","F-35 Parellel Taxiway Ladder","F","Total",NA,9484,NA,NA,NA
"1860",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","OPERATIONAL SUPPORT BUILDINGS","EGLIN AFB","2010","F-35 Pol Ops Facility","F","Total",NA,20944,NA,NA,NA
"1861",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","ELECTRIC POWER SUBSTATIONS & SWITCHING STATIONS","HURLBURT FIELD","2010","Electrical Distribution Substation","F","Total",NA,33200,NA,NA,NA
"1862",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","AIRFIELD OPERATIONAL BUILDINGS","HURLBURT FIELD","2010","Flight Test Operations Facility (413 FLT)","F","Total",NA,37600,NA,NA,NA
"1863",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","HURLBURT FIELD","2010","Refueling Vehicle Maintenance Facility","F","Total",NA,8800,NA,NA,NA
"1864",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","ADMIN BLDGS","MACDILL AFB","2010","Centcom Commandant Facility","F","Total",NA,61200,NA,NA,NA
"1865",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","FAMILY & CHILD SUPPORT FACILITIES","MACDILL AFB","2010","Child Development Center","F","Total",NA,28000,NA,NA,NA
"1866",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","COMMUNICATION BUILDINGS","MACDILL AFB","2010","Consolidated Communications Facility","F","Total",NA,84000,NA,NA,NA
"1867",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","OFFICERS UNACCOM PERSONNEL HOUSING","MACDILL AFB","2010","Dormitory (120 Room)","F","Total",NA,64000,NA,NA,NA
"1868",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","FL","FLORIDA","TRAINING FACILITIES OTHER THAN BUILDINGS","PATRICK AFB","2010","Combat Weapons Training Facility","F","Total",NA,33600,NA,NA,NA
"1869",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","GA","GEORGIA","ADMIN BLDGS","MOODY AFB","2010","Rescue Operations/Maintenance HQ","F","Total",NA,40000,NA,NA,NA
"1870",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","GA","GEORGIA","OTHER AIRFIELD PAVEMENTS","ROBINS AFB","2010","Construct Hot Cargo Pad/Taxiway","F","Total",NA,24800,NA,NA,NA
"1871",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","GU","GUAM","OPERATIONAL SUPPORT BUILDINGS","ANDERSEN AFB","2010","Commando Warrior Operations Fac","F","Total",NA,16800,NA,NA,NA
"1872",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","GU","GUAM","REPLACE TELE. AND SECURITY FORCES FACILITY","ANDERSEN AFB","2010","Construct Postal Service Center","F","Total",NA,14000,NA,NA,NA
"1873",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","GU","GUAM","ROADS","ANDERSEN AFB","2010","Nw Field Atfp Perimeter Fence And Road","F","Total",NA,19008,NA,NA,NA
"1874",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","GU","GUAM","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","ANDERSEN AFB","2010","Nw Field Combat Spt Vehicle Maint Fac","F","Total",NA,62000,NA,NA,NA
"1875",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","GU","GUAM","OTHER OPERATIONAL","ANDERSEN AFB","2010","Strike Fol Electrical Infrastructure","F","Total",NA,135000,NA,NA,NA
"1876",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","GY","GERMANY","MISC ITEMS & EQUIP MAINT FACILITIES","RAMSTEIN AB","2010","Construct Age Maint Complex","F","Total",NA,46000,NA,NA,NA
"1877",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","GY","GERMANY","OTHER OPERATIONAL","RAMSTEIN AB","2010","Contingency Response Group Command","F","Total",NA,92800,NA,NA,NA
"1878",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","GY","GERMANY","INDOOR ATHLETIC FAC","SPANGDAHLEM AB","2010","Fitness Ctr","F","Total",NA,94000,NA,NA,NA
"1879",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","HI","HAWAII","OPERATIONAL SUPPORT FACILITIES OTHER THAN BUILDINGS","HICKAM AFB","2010","Construct Ground Control Tower","F","Total",NA,16000,NA,NA,NA
"1880",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","HI","HAWAII","OTHER OPERATIONAL","WHEELER AFB","2010","Construct Air Support Operations Center","F","Total",NA,60000,NA,NA,NA
"1881",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","ID","IDAHO","OPERATIONAL SUPPORT BUILDINGS","MOUNTAIN HOME AFB","2010","Logistics Readiness Center","F","Total",NA,80000,NA,NA,NA
"1882",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","IL","ILLINOIS","AIRFIELD OPERATIONAL BUILDINGS","SCOTT AFB","2010","Construct Aeromedical Evacuation Facility","F","Total",NA,29600,NA,NA,NA
"1883",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","IT","ITALY","OPERATIONAL SUPPORT BUILDINGS","SIGONELLA","2010","Global Hawk Aircraft Maint And Ops Complex","F","Total",NA,125200,NA,NA,NA
"1884",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","LA","LOUISIANA","AIRFIELD APRONS","BARKSDALE AFB","2010","Ramp Replacement Ph#5, AC Apron Pavement","F","Total",NA,51200,NA,NA,NA
"1885",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","MD","MARYLAND","OPEN AMMUNITION STORAGE PAD","ANDREWS AFB","2010","Replace Munitions Storage Area","F","Total",NA,37200,NA,NA,NA
"1886",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","MO","MISSOURI","AIRFIELD OPERATIONAL BUILDINGS","WHITEMAN AFB","2010","Explosive Ordnance Disposal Operation Complex","F","Total",NA,29600,NA,NA,NA
"1887",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","MO","MISSOURI","LAND PURCHASE, CONDEMNATION, DONATION, OR TRANSFER","WHITEMAN AFB","2010","Land Acquisition North & South Boundaries","F","Total",NA,22000,NA,NA,NA
"1888",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","MS","MISSISSIPPI","AIRCRAFT MAINTENANCE FACILITIES","COLUMBUS AFB","2010","Aircraft Fuel Systems Maintenance Dock","F","Total",NA,39200,NA,NA,NA
"1889",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","MT","MONTANA","WEAPONS AND SPARES MAINTENANCE FACILITIES","MALMSTROM AFB","2010","Upgrade Weapons Storage Area, Ph 2","F","Total",NA,42400,NA,NA,NA
"1890",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","OPERATIONAL SUPPORT FACILITIES OTHER THAN BUILDINGS","POPE AFB","2010","Construct New Air Traffic Control Tower","F","Total",NA,36000,NA,NA,NA
"1891",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","NC","NORTH CAROLINA","AVIATION NAVIGATION & TRAFFIC AIDS FAC OTHER THAN BLD.","SEYMOUR JOHNSON AFB","2010","Radar Approach Control (RAPCON) Complex, Ph1","F","Total",NA,27600,NA,NA,NA
"1892",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","ND","NORTH DAKOTA","REPLACE TELE. AND SECURITY FORCES FACILITY","GRAND FORKS AFB","2010","Consolidated Security Forces Facility","F","Total",NA,48000,NA,NA,NA
"1893",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","ND","NORTH DAKOTA","TRAINING BUILDINGS","MINOT AFB","2010","Missile Procedures Trng Operations","F","Total",NA,40000,NA,NA,NA
"1894",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","ND","NORTH DAKOTA","INSTALL & ORG COVERED STORAGE","MINOT AFB","2010","Munitions Trailer Storage Facility","F","Total",NA,6000,NA,NA,NA
"1895",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","NE","NEBRASKA","REPLACE TELE. AND SECURITY FORCES FACILITY","OFFUTT AFB","2010","STRATCOM Gate","F","Total",NA,41600,NA,NA,NA
"1896",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","NJ","NEW JERSEY","INDOOR RECREATION FAC","MCGUIRE AIR FORCE BASE","2010","Warfighter and Family Support Center","F","Total",NA,31600,NA,NA,NA
"1897",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","COMMUNICATION BUILDINGS","CANNON AFB","2010","WB - Consolidated Communication Fac","F","Total",NA,60000,NA,NA,NA
"1898",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","AIRCRAFT MAINTENANCE FACILITIES","HOLLOMAN AFB","2010","F-22 Ad/Alt Jet Engine Maint Shop","F","Total",NA,22000,NA,NA,NA
"1899",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","REPLACE TELE. AND SECURITY FORCES FACILITY","HOLLOMAN AFB","2010","Fire/Crash Rescue Station","F","Total",NA,41600,NA,NA,NA
"1900",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","AIRCRAFT MAINTENANCE FACILITIES","HOLLOMAN AFB","2010","UAS FTU Complex","F","Total",NA,150000,NA,NA,NA
"1901",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","ADMIN BLDGS","KIRTLAND AFB","2010","Add to Space RDT&E Operations Center","F","Total",NA,23200,NA,NA,NA
"1902",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","SIMULATION FACILITIES","KIRTLAND AFB","2010","HC-130J Simulator Facility","F","Total",NA,34800,NA,NA,NA
"1903",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","NM","NEW MEXICO","SIMULATION FACILITIES","KIRTLAND AFB","2010","MC-130J Simulator Facility","F","Total",NA,32000,NA,NA,NA
"1904",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","NV","NEVADA","OPERATIONAL SUPPORT BUILDINGS","CREECH AFB","2010","Uas At/Fp Security Updates","F","Total",NA,10800,NA,NA,NA
"1905",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","OH","OHIO","PROPULSION RDT&E BUILDINGS","WRIGHT-PATTERSON AFB","2010","Conversion For Advanced Power Research Lab","F","Total",NA,84000,NA,NA,NA
"1906",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","OH","OHIO","AIRCRAFT RDT&E BUILDINGS","WRIGHT-PATTERSON AFB","2010","Info Tech Complex Ph 1","F","Total",NA,108000,NA,NA,NA
"1907",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","OH","OHIO","AIRFIELD APRONS","WRIGHT-PATTERSON AFB","2010","Replace West Ramp, Phase 2 (TFI)","F","Total",NA,42400,NA,NA,NA
"1908",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","AIRFIELD TAXIWAYS","ALTUS AFB","2010","Repair Taxiways","F","Total",NA,81200,NA,NA,NA
"1909",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","AIRCRAFT MAINTENANCE FACILITIES","TINKER AFB","2010","Building 3001 Hanger Door","F","Total",NA,52148,NA,NA,NA
"1910",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","AIRCRAFT MAINTENANCE FACILITIES","TINKER AFB","2010","Construct T-9 Noise Suppressor Support","F","Total",NA,20800,NA,NA,NA
"1911",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","OK","OKLAHOMA","OPERATIONAL SUPPORT FACILITIES OTHER THAN BUILDINGS","VANCE AFB","2010","Control Tower","F","Total",NA,42800,NA,NA,NA
"1912",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","QA","QATAR","ENLISTED PERSONNEL UNACCOMPANIED PERSONNEL HOUSING","AL UDEID, QATAR","2010","Blatchford-Preston Complex Ph 2","F","Total",NA,240000,NA,NA,NA
"1913",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","SC","SOUTH CAROLINA","ADMIN BLDGS","SHAW AFB","2010","Add/Alter USAFCENT Headquarters","F","Total",NA,84732,NA,NA,NA
"1914",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","SD","SOUTH DAKOTA","AIRFIELD OPERATIONAL BUILDINGS","ELLSWORTH AFB","2010","Add/Alter Deployment Center","F","Total",NA,58000,NA,NA,NA
"1915",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","TK","TURKEY","MISC PERSONNEL SUPPORT & SERVICE FAC","INCIRLIK AB","2010","Construct Consolidated Community Ctr","F","Total",NA,36800,NA,NA,NA
"1916",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","TX","TEXAS","AIRFIELD RUNWAYS","DYESS AFB","2010","C-130j Alter Hangar","F","Total",NA,18000,NA,NA,NA
"1917",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","TX","TEXAS","REPLACE TELE. AND SECURITY FORCES FACILITY","GOODFELLOW AFB","2010","Consolidated Learning Center","F","Total",NA,48000,NA,NA,NA
"1918",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING BUILDINGS","GOODFELLOW AFB","2010","Joint Intel Tech Trng Fac, Ph 1 (TFI)","F","Total",NA,73600,NA,NA,NA
"1919",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","TX","TEXAS","OFFICERS UNACCOM PERSONNEL HOUSING","GOODFELLOW AFB","2010","Student Dormitory (100 Rm)","F","Total",NA,56000,NA,NA,NA
"1920",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING BUILDINGS","LACKLAND AFB","2010","Bmt Satellite Classroom/Dining Fac","F","Total",NA,128000,NA,NA,NA
"1921",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","TX","TEXAS","COMMUNICATION BUILDINGS","LACKLAND AFB","2010","Evasion, Conduct After Capture Trng","F","Total",NA,19516,NA,NA,NA
"1922",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","TX","TEXAS","COMMUNICATION BUILDINGS","LACKLAND AFB","2010","Recruit Dormitory 2, Phase 2","F","Total",NA,308000,NA,NA,NA
"1923",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","TX","TEXAS","TRAINING BUILDINGS","SHEPPARD AFB","2010","ENJJPT Flying Training Complex Phase 1","F","Total",NA,53800,NA,NA,NA
"1924",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","UT","UTAH","AIRCRAFT MAINTENANCE FACILITIES","HILL AFB","2010","F-22a Radar Cross Section Testing Fac","F","Total",NA,84212,NA,NA,NA
"1925",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","UT","UTAH","OTHER AIRFIELD PAVEMENTS","HILL AFB","2010","PCC Apron NW Taxiway A","F","Total",NA,20400,NA,NA,NA
"1926",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","VA","VIRGINIA","OTHER OPERATIONAL","LANGLEY AFB","2010","West & Lasalle Gates Force Protection/Access","F","Total",NA,40000,NA,NA,NA
"1927",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","WA","WASHINGTON","ADMIN BLDGS","FAIRCHILD AFB","2010","SERE Force Support Complex, Phase 1","F","Total",NA,44000,NA,NA,NA
"1928",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","WA","WASHINGTON","TANK AND AUTOMOTIVE MAINTENANCE FACILITIES","FAIRCHILD AFB","2010","TFI Refueling Vehicle Maintenance Facility","F","Total",NA,16600,NA,NA,NA
"1929",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","WY","WYOMING","GUIDED MISSILE MAINTENANCE FACILITIES","F. E. WARREN AFB","2010","Adal Missile Service Complex","F","Total",NA,36400,NA,NA,NA
"1930",2011,"3300","Milcon, AF","AF","01","MAJOR CONSTRUCTION","ZU","WORLDWIDE UNSPECIFIED","GENERAL","UNSPECIFIED WORLDWIDE LOCATIONS","2010","General Reduction (FY10 Sec 129)","F","Total",NA,-192273,NA,NA,NA
